resvid;fecha_inicio;fecha_fin
34978;2027-01-31;2027-02-04
34979;2076-12-21;2076-12-22
34980;2069-06-08;2069-06-13
34981;2039-02-06;2039-02-15
34982;2072-05-20;2072-06-08
34983;2064-01-07;2064-01-24
34984;2091-12-31;2092-01-12
34985;2099-10-20;2099-11-06
34986;2028-10-07;2028-10-16
34987;2034-12-04;2034-12-21
34988;2097-04-14;2097-04-22
34989;2079-12-05;2079-12-11
34990;2029-09-26;2029-10-07
34991;2057-02-18;2057-03-05
34992;2043-12-02;2043-12-18
34993;2030-03-10;2030-03-29
34994;2045-10-07;2045-10-23
34995;2045-12-24;2045-12-31
34996;2069-10-29;2069-11-04
34997;2079-03-26;2079-03-29
34998;2054-09-04;2054-09-18
34999;2065-07-01;2065-07-20
35000;2076-05-01;2076-05-20
35001;2020-05-27;2020-06-12
35002;2094-02-13;2094-03-04
35003;2051-05-14;2051-05-30
35004;2077-02-06;2077-02-13
35005;2099-03-24;2099-04-05
35006;2095-07-06;2095-07-17
35007;2051-01-02;2051-01-05
35008;2076-08-22;2076-08-22
35009;2082-09-09;2082-09-25
35010;2075-10-05;2075-10-12
35011;2020-01-23;2020-02-01
35012;2062-01-09;2062-01-15
35013;2036-01-16;2036-01-31
35014;2074-06-08;2074-06-25
35015;2093-11-17;2093-11-27
35016;2033-08-07;2033-08-14
35017;2040-02-06;2040-02-25
35018;2096-11-15;2096-11-21
35019;2089-03-07;2089-03-08
35020;2090-09-23;2090-09-30
35021;2044-11-12;2044-11-16
35022;2080-03-02;2080-03-19
35023;2021-05-30;2021-06-13
35024;2056-07-22;2056-08-05
35025;2034-02-10;2034-02-23
35026;2020-04-09;2020-04-19
35027;2085-08-21;2085-08-26
35028;2066-10-07;2066-10-26
35029;2071-01-25;2071-02-10
35030;2079-11-12;2079-11-22
35031;2044-06-02;2044-06-21
35032;2044-09-14;2044-09-30
35033;2061-02-24;2061-02-25
35034;2097-03-27;2097-03-30
35035;2020-03-10;2020-03-21
35036;2077-12-26;2078-01-08
35037;2037-07-23;2037-08-04
35038;2036-06-11;2036-06-11
35039;2055-07-05;2055-07-07
35040;2022-07-05;2022-07-18
35041;2068-10-17;2068-11-05
35042;2036-12-29;2037-01-11
35043;2038-02-08;2038-02-20
35044;2099-01-12;2099-01-17
35045;2037-05-04;2037-05-17
35046;2087-10-29;2087-11-05
35047;2034-02-07;2034-02-11
35048;2034-09-01;2034-09-07
35049;2047-10-12;2047-10-16
35050;2070-06-16;2070-06-28
35051;2050-10-13;2050-10-24
35052;2048-06-26;2048-07-15
35053;2082-03-21;2082-04-01
35054;2090-09-20;2090-10-04
35055;2048-11-17;2048-11-21
35056;2082-02-19;2082-03-10
35057;2078-07-04;2078-07-13
35058;2087-06-07;2087-06-15
35059;2062-03-27;2062-04-10
35060;2085-11-10;2085-11-22
35061;2052-12-28;2052-12-28
35062;2048-07-17;2048-08-01
35063;2095-05-07;2095-05-18
35064;2060-01-31;2060-02-04
35065;2080-10-31;2080-11-06
35066;2076-02-03;2076-02-18
35067;2038-12-23;2038-12-29
35068;2030-06-13;2030-06-18
35069;2069-01-13;2069-01-16
35070;2096-03-23;2096-03-30
35071;2035-03-10;2035-03-15
35072;2056-11-28;2056-11-29
35073;2084-06-22;2084-06-26
35074;2053-02-25;2053-03-08
35075;2040-03-27;2040-04-03
35076;2079-09-26;2079-09-28
35077;2073-07-16;2073-07-21
35078;2079-01-25;2079-02-05
35079;2022-07-05;2022-07-07
35080;2046-10-20;2046-11-08
35081;2066-04-22;2066-04-25
35082;2064-10-09;2064-10-22
35083;2083-09-07;2083-09-26
35084;2054-07-15;2054-07-19
35085;2062-06-04;2062-06-10
35086;2051-05-03;2051-05-14
35087;2035-08-20;2035-09-01
35088;2060-05-14;2060-05-29
35089;2069-12-12;2069-12-12
35090;2079-11-15;2079-11-30
35091;2044-08-06;2044-08-06
35092;2079-06-13;2079-06-22
35093;2067-12-03;2067-12-11
35094;2040-07-30;2040-08-06
35095;2049-01-04;2049-01-06
35096;2062-02-20;2062-02-26
35097;2030-07-12;2030-07-22
35098;2098-01-06;2098-01-13
35099;2081-10-25;2081-11-07
35100;2022-02-20;2022-03-09
35101;2057-10-30;2057-11-05
35102;2023-10-09;2023-10-26
35103;2034-07-29;2034-08-11
35104;2096-06-28;2096-07-05
35105;2041-01-01;2041-01-16
35106;2019-10-02;2019-10-04
35107;2087-01-30;2087-02-17
35108;2057-08-18;2057-08-28
35109;2064-03-09;2064-03-13
35110;2044-10-28;2044-11-09
35111;2096-10-12;2096-10-26
35112;2031-10-27;2031-11-01
35113;2023-02-26;2023-03-02
35114;2024-04-08;2024-04-25
35115;2037-08-29;2037-09-16
35116;2073-10-24;2073-10-31
35117;2096-08-06;2096-08-19
35118;2041-01-15;2041-01-26
35119;2098-07-08;2098-07-17
35120;2069-06-05;2069-06-10
35121;2084-02-13;2084-03-03
35122;2030-06-30;2030-07-03
35123;2068-11-29;2068-12-04
35124;2074-05-03;2074-05-16
35125;2081-08-29;2081-09-11
35126;2046-06-13;2046-06-27
35127;2084-02-21;2084-03-03
35128;2073-11-20;2073-11-27
35129;2060-10-03;2060-10-10
35130;2055-08-13;2055-08-26
35131;2058-11-25;2058-12-12
35132;2051-06-09;2051-06-11
35133;2038-08-14;2038-08-24
35134;2073-02-03;2073-02-04
35135;2032-05-26;2032-06-14
35136;2038-03-13;2038-03-24
35137;2025-09-03;2025-09-22
35138;2068-09-11;2068-09-27
35139;2040-11-06;2040-11-12
35140;2056-02-14;2056-02-24
35141;2025-10-23;2025-11-04
35142;2073-11-20;2073-11-25
35143;2063-09-30;2063-10-06
35144;2045-09-13;2045-09-24
35145;2047-07-19;2047-07-23
35146;2073-03-26;2073-04-10
35147;2023-03-18;2023-03-20
35148;2025-10-28;2025-10-28
35149;2048-01-20;2048-02-01
35150;2026-03-25;2026-04-12
35151;2048-02-25;2048-03-13
35152;2094-02-28;2094-03-03
35153;2079-02-07;2079-02-11
35154;2043-01-28;2043-02-02
35155;2059-08-21;2059-09-07
35156;2084-09-07;2084-09-21
35157;2056-01-15;2056-01-31
35158;2058-07-14;2058-07-18
35159;2060-02-16;2060-02-19
35160;2076-03-01;2076-03-16
35161;2020-07-31;2020-08-18
35162;2098-03-27;2098-04-06
35163;2036-09-24;2036-10-13
35164;2046-04-06;2046-04-21
35165;2079-04-30;2079-05-05
35166;2019-06-08;2019-06-12
35167;2083-05-29;2083-06-09
35168;2050-04-21;2050-05-06
35169;2082-09-05;2082-09-24
35170;2089-10-03;2089-10-18
35171;2092-02-24;2092-03-12
35172;2091-03-08;2091-03-14
35173;2028-12-28;2028-12-29
35174;2089-04-06;2089-04-15
35175;2088-01-09;2088-01-17
35176;2037-01-14;2037-01-19
35177;2079-03-04;2079-03-04
35178;2066-09-14;2066-09-21
35179;2050-08-31;2050-09-04
35180;2039-08-28;2039-09-02
35181;2035-09-21;2035-09-22
35182;2096-04-21;2096-04-27
35183;2043-03-20;2043-03-28
35184;2071-09-07;2071-09-22
35185;2098-07-15;2098-07-30
35186;2049-02-20;2049-03-04
35187;2078-02-05;2078-02-16
35188;2073-10-01;2073-10-18
35189;2063-02-12;2063-02-25
35190;2085-10-11;2085-10-25
35191;2021-01-07;2021-01-25
35192;2056-08-30;2056-08-30
35193;2065-03-31;2065-04-06
35194;2035-09-07;2035-09-22
35195;2023-07-26;2023-08-14
35196;2094-01-08;2094-01-25
35197;2024-01-04;2024-01-20
35198;2062-03-16;2062-04-01
35199;2021-08-29;2021-09-06
35200;2099-08-05;2099-08-21
35201;2052-12-19;2053-01-06
35202;2036-01-01;2036-01-20
35203;2089-02-26;2089-03-15
35204;2064-08-11;2064-08-21
35205;2048-08-07;2048-08-18
35206;2045-02-24;2045-03-01
35207;2048-07-11;2048-07-16
35208;2052-11-10;2052-11-13
35209;2068-08-27;2068-09-02
35210;2021-06-21;2021-06-22
35211;2038-10-04;2038-10-19
35212;2047-08-28;2047-09-11
35213;2033-06-08;2033-06-16
35214;2099-12-26;2100-01-07
35215;2085-01-24;2085-01-26
35216;2033-05-08;2033-05-21
35217;2099-11-16;2099-11-21
35218;2037-02-17;2037-03-08
35219;2052-12-08;2052-12-09
35220;2020-11-28;2020-12-02
35221;2082-03-09;2082-03-28
35222;2081-07-27;2081-08-11
35223;2066-12-12;2066-12-27
35224;2084-12-04;2084-12-12
35225;2070-11-24;2070-11-29
35226;2043-07-23;2043-08-11
35227;2064-02-07;2064-02-15
35228;2092-04-17;2092-04-30
35229;2038-04-12;2038-04-17
35230;2047-07-23;2047-08-07
35231;2056-07-26;2056-07-28
35232;2054-02-07;2054-02-08
35233;2064-09-28;2064-10-11
35234;2051-02-07;2051-02-21
35235;2042-09-18;2042-10-04
35236;2029-12-27;2029-12-29
35237;2070-01-13;2070-01-31
35238;2053-03-19;2053-04-01
35239;2044-02-26;2044-02-29
35240;2037-03-09;2037-03-09
35241;2051-05-12;2051-05-19
35242;2021-02-25;2021-02-25
35243;2087-10-14;2087-10-25
35244;2057-03-07;2057-03-14
35245;2097-03-08;2097-03-23
35246;2099-03-02;2099-03-03
35247;2071-12-20;2071-12-30
35248;2088-11-06;2088-11-23
35249;2075-12-13;2075-12-27
35250;2078-09-23;2078-10-12
35251;2034-11-21;2034-11-25
35252;2045-09-04;2045-09-05
35253;2094-05-16;2094-05-19
35254;2072-06-08;2072-06-11
35255;2088-02-06;2088-02-16
35256;2081-05-12;2081-05-30
35257;2055-02-13;2055-02-25
35258;2069-06-13;2069-06-20
35259;2073-02-27;2073-02-27
35260;2080-03-21;2080-04-03
35261;2041-05-07;2041-05-12
35262;2034-05-01;2034-05-17
35263;2066-12-10;2066-12-28
35264;2088-07-30;2088-08-06
35265;2030-03-29;2030-03-30
35266;2078-12-16;2078-12-26
35267;2085-03-11;2085-03-26
35268;2092-07-06;2092-07-23
35269;2095-04-23;2095-04-26
35270;2040-11-10;2040-11-22
35271;2024-04-08;2024-04-15
35272;2063-05-05;2063-05-13
35273;2085-10-06;2085-10-07
35274;2056-11-22;2056-11-27
35275;2058-04-11;2058-04-28
35276;2029-05-22;2029-05-28
35277;2057-01-10;2057-01-20
35278;2028-11-02;2028-11-04
35279;2063-12-05;2063-12-22
35280;2085-12-22;2086-01-05
35281;2095-05-14;2095-05-31
35282;2023-05-16;2023-05-26
35283;2070-04-11;2070-04-15
35284;2036-05-26;2036-06-10
35285;2026-12-24;2027-01-10
35286;2024-08-07;2024-08-15
35287;2062-09-14;2062-09-28
35288;2092-03-06;2092-03-07
35289;2063-08-24;2063-09-04
35290;2089-05-28;2089-06-09
35291;2084-07-04;2084-07-17
35292;2078-02-12;2078-02-21
35293;2043-07-01;2043-07-03
35294;2054-02-21;2054-02-24
35295;2055-05-13;2055-05-18
35296;2038-09-01;2038-09-11
35297;2093-10-16;2093-10-20
35298;2066-06-13;2066-06-26
35299;2050-03-13;2050-03-27
35300;2020-05-22;2020-06-03
35301;2077-09-12;2077-09-13
35302;2064-01-04;2064-01-13
35303;2054-11-08;2054-11-18
35304;2059-09-22;2059-09-26
35305;2038-11-02;2038-11-21
35306;2051-08-11;2051-08-14
35307;2048-11-06;2048-11-06
35308;2098-01-07;2098-01-14
35309;2043-05-07;2043-05-14
35310;2085-04-16;2085-04-17
35311;2068-08-18;2068-08-22
35312;2071-04-12;2071-04-20
35313;2056-05-20;2056-05-20
35314;2079-05-22;2079-06-03
35315;2030-11-02;2030-11-12
35316;2047-05-11;2047-05-30
35317;2066-07-19;2066-07-29
35318;2087-11-09;2087-11-25
35319;2054-09-13;2054-09-22
35320;2044-08-23;2044-09-11
35321;2097-05-12;2097-05-16
35322;2052-02-19;2052-02-29
35323;2094-02-23;2094-02-24
35324;2063-05-24;2063-05-31
35325;2057-06-02;2057-06-04
35326;2031-09-23;2031-09-28
35327;2052-02-24;2052-03-14
35328;2039-04-29;2039-05-03
35329;2037-02-18;2037-03-04
35330;2067-08-25;2067-08-28
35331;2060-05-11;2060-05-11
35332;2049-06-17;2049-07-06
35333;2065-02-22;2065-03-05
35334;2049-05-20;2049-05-31
35335;2060-08-26;2060-09-14
35336;2042-09-15;2042-10-03
35337;2071-02-17;2071-02-25
35338;2060-07-08;2060-07-21
35339;2086-11-07;2086-11-10
35340;2097-05-17;2097-06-01
35341;2090-05-18;2090-05-31
35342;2073-09-03;2073-09-13
35343;2093-04-09;2093-04-23
35344;2090-06-10;2090-06-20
35345;2072-03-09;2072-03-12
35346;2023-05-04;2023-05-19
35347;2048-05-02;2048-05-08
35348;2085-12-03;2085-12-21
35349;2087-08-03;2087-08-08
35350;2024-07-28;2024-08-02
35351;2056-04-06;2056-04-19
35352;2025-06-03;2025-06-10
35353;2025-06-28;2025-06-28
35354;2097-09-26;2097-10-09
35355;2076-08-08;2076-08-13
35356;2047-07-07;2047-07-10
35357;2090-07-05;2090-07-13
35358;2039-10-05;2039-10-16
35359;2039-09-18;2039-10-02
35360;2036-03-24;2036-04-08
35361;2030-04-26;2030-04-26
35362;2042-12-25;2043-01-05
35363;2081-05-03;2081-05-14
35364;2065-11-04;2065-11-18
35365;2023-09-29;2023-09-29
35366;2024-09-24;2024-10-01
35367;2048-07-27;2048-08-14
35368;2068-03-05;2068-03-18
35369;2089-08-06;2089-08-12
35370;2027-06-12;2027-06-18
35371;2037-11-22;2037-11-29
35372;2026-10-15;2026-10-19
35373;2077-09-01;2077-09-11
35374;2032-04-06;2032-04-06
35375;2079-09-12;2079-09-30
35376;2076-01-09;2076-01-26
35377;2030-06-24;2030-07-03
35378;2072-10-12;2072-10-17
35379;2060-09-11;2060-09-17
35380;2078-12-20;2078-12-21
35381;2051-06-11;2051-06-14
35382;2051-02-20;2051-03-02
35383;2082-10-01;2082-10-11
35384;2060-06-28;2060-07-02
35385;2062-02-15;2062-03-01
35386;2038-09-08;2038-09-08
35387;2060-07-17;2060-08-04
35388;2078-05-20;2078-06-02
35389;2072-03-26;2072-04-02
35390;2045-10-09;2045-10-20
35391;2036-07-31;2036-08-17
35392;2023-04-13;2023-04-23
35393;2063-08-29;2063-09-16
35394;2095-10-22;2095-10-23
35395;2037-07-02;2037-07-13
35396;2026-08-10;2026-08-11
35397;2066-02-17;2066-02-28
35398;2057-11-12;2057-11-27
35399;2086-12-03;2086-12-19
35400;2049-07-07;2049-07-11
35401;2023-06-21;2023-07-09
35402;2082-10-04;2082-10-21
35403;2030-10-07;2030-10-20
35404;2038-05-26;2038-06-14
35405;2093-09-12;2093-09-15
35406;2061-06-18;2061-07-03
35407;2068-03-24;2068-04-05
35408;2088-05-20;2088-05-23
35409;2046-12-27;2046-12-29
35410;2035-09-02;2035-09-15
35411;2052-05-13;2052-05-30
35412;2059-01-14;2059-02-01
35413;2056-12-01;2056-12-16
35414;2078-10-16;2078-10-16
35415;2076-02-25;2076-03-06
35416;2087-01-29;2087-02-06
35417;2064-12-05;2064-12-08
35418;2064-05-13;2064-05-31
35419;2094-07-19;2094-08-03
35420;2057-08-21;2057-08-25
35421;2070-11-09;2070-11-14
35422;2027-05-22;2027-06-03
35423;2054-01-20;2054-01-25
35424;2030-11-20;2030-12-01
35425;2036-08-24;2036-09-09
35426;2067-05-12;2067-05-30
35427;2084-07-26;2084-07-29
35428;2027-01-15;2027-01-28
35429;2024-12-01;2024-12-10
35430;2092-05-08;2092-05-27
35431;2067-04-04;2067-04-23
35432;2057-06-21;2057-06-29
35433;2047-04-05;2047-04-20
35434;2048-10-13;2048-10-29
35435;2070-08-22;2070-08-29
35436;2093-05-27;2093-06-01
35437;2087-11-19;2087-11-26
35438;2046-07-23;2046-08-07
35439;2096-07-16;2096-07-30
35440;2079-01-10;2079-01-15
35441;2091-08-28;2091-09-15
35442;2021-03-07;2021-03-11
35443;2037-02-01;2037-02-05
35444;2092-03-11;2092-03-14
35445;2049-05-18;2049-05-25
35446;2033-02-26;2033-03-12
35447;2025-07-23;2025-08-04
35448;2099-06-24;2099-06-27
35449;2084-01-14;2084-01-16
35450;2073-04-30;2073-05-02
35451;2048-06-28;2048-07-04
35452;2078-10-26;2078-11-04
35453;2069-11-03;2069-11-07
35454;2073-06-20;2073-07-04
35455;2059-10-12;2059-10-16
35456;2043-11-10;2043-11-12
35457;2019-11-07;2019-11-07
35458;2092-02-06;2092-02-08
35459;2079-12-12;2079-12-13
35460;2040-11-01;2040-11-04
35461;2083-01-22;2083-01-26
35462;2069-09-18;2069-09-18
35463;2086-06-11;2086-06-29
35464;2072-06-22;2072-06-28
35465;2030-05-15;2030-05-31
35466;2024-09-28;2024-10-06
35467;2077-11-11;2077-11-22
35468;2053-02-08;2053-02-15
35469;2025-11-13;2025-11-22
35470;2041-10-18;2041-10-22
35471;2056-01-20;2056-01-31
35472;2046-10-10;2046-10-16
35473;2040-10-06;2040-10-07
35474;2057-01-12;2057-01-27
35475;2091-04-09;2091-04-23
35476;2098-06-14;2098-07-01
35477;2027-08-05;2027-08-20
35478;2025-03-03;2025-03-09
35479;2099-03-09;2099-03-11
35480;2069-03-06;2069-03-10
35481;2094-04-12;2094-04-27
35482;2026-01-15;2026-01-15
35483;2081-04-17;2081-04-28
35484;2022-10-20;2022-10-21
35485;2032-01-19;2032-01-20
35486;2086-05-04;2086-05-18
35487;2079-04-12;2079-04-14
35488;2023-07-20;2023-08-02
35489;2069-03-09;2069-03-17
35490;2026-09-25;2026-10-08
35491;2047-03-08;2047-03-12
35492;2090-07-19;2090-08-01
35493;2034-06-18;2034-06-21
35494;2098-07-16;2098-07-16
35495;2033-09-17;2033-10-06
35496;2070-10-25;2070-11-09
35497;2071-08-09;2071-08-17
35498;2060-03-30;2060-03-30
35499;2055-09-15;2055-09-25
35500;2050-09-14;2050-09-22
35501;2064-09-08;2064-09-16
35502;2042-07-12;2042-07-18
35503;2077-03-04;2077-03-12
35504;2063-11-10;2063-11-12
35505;2037-01-03;2037-01-09
35506;2088-04-14;2088-04-22
35507;2054-06-13;2054-06-18
35508;2079-11-23;2079-11-25
35509;2039-12-03;2039-12-13
35510;2056-01-20;2056-01-25
35511;2031-09-13;2031-09-21
35512;2079-10-25;2079-10-29
35513;2058-07-29;2058-08-06
35514;2084-01-02;2084-01-02
35515;2025-05-29;2025-06-06
35516;2099-02-21;2099-03-07
35517;2044-11-15;2044-12-02
35518;2068-06-04;2068-06-09
35519;2099-07-24;2099-08-09
35520;2069-08-11;2069-08-17
35521;2028-08-21;2028-08-30
35522;2027-05-12;2027-05-21
35523;2065-12-12;2065-12-24
35524;2021-09-17;2021-09-21
35525;2093-08-15;2093-08-31
35526;2074-07-23;2074-08-08
35527;2044-10-24;2044-11-04
35528;2069-04-05;2069-04-07
35529;2093-01-16;2093-02-01
35530;2080-12-02;2080-12-08
35531;2027-08-21;2027-08-25
35532;2045-12-07;2045-12-11
35533;2045-08-10;2045-08-17
35534;2053-09-29;2053-10-15
35535;2089-04-14;2089-05-02
35536;2092-03-25;2092-04-11
35537;2045-01-05;2045-01-17
35538;2040-04-01;2040-04-03
35539;2053-05-05;2053-05-16
35540;2087-06-30;2087-07-18
35541;2048-03-09;2048-03-09
35542;2068-05-12;2068-05-12
35543;2091-04-21;2091-05-07
35544;2071-03-05;2071-03-22
35545;2059-12-25;2060-01-11
35546;2043-07-29;2043-07-31
35547;2087-03-18;2087-03-28
35548;2061-09-27;2061-10-01
35549;2076-11-11;2076-11-23
35550;2078-11-30;2078-12-07
35551;2092-11-29;2092-12-18
35552;2019-05-07;2019-05-13
35553;2069-12-13;2069-12-22
35554;2046-03-22;2046-03-26
35555;2090-04-29;2090-05-02
35556;2090-03-24;2090-04-01
35557;2089-02-17;2089-02-20
35558;2029-02-14;2029-02-27
35559;2045-09-03;2045-09-18
35560;2041-03-26;2041-04-06
35561;2042-12-13;2042-12-31
35562;2045-03-05;2045-03-05
35563;2081-09-03;2081-09-03
35564;2070-05-07;2070-05-19
35565;2063-01-06;2063-01-08
35566;2096-06-15;2096-07-03
35567;2061-06-11;2061-06-25
35568;2052-12-04;2052-12-04
35569;2082-06-22;2082-06-27
35570;2069-03-15;2069-03-24
35571;2087-12-10;2087-12-13
35572;2090-04-29;2090-05-02
35573;2039-04-11;2039-04-11
35574;2039-02-12;2039-02-14
35575;2020-02-04;2020-02-08
35576;2045-12-13;2045-12-21
35577;2059-01-09;2059-01-26
35578;2078-08-06;2078-08-16
35579;2058-11-02;2058-11-17
35580;2089-11-08;2089-11-21
35581;2072-12-02;2072-12-18
35582;2089-09-22;2089-09-28
35583;2088-12-20;2088-12-25
35584;2059-03-17;2059-03-17
35585;2036-05-27;2036-05-28
35586;2030-12-09;2030-12-25
35587;2023-06-14;2023-06-22
35588;2059-01-03;2059-01-09
35589;2026-08-17;2026-08-21
35590;2054-04-12;2054-04-26
35591;2095-08-02;2095-08-07
35592;2027-06-12;2027-06-15
35593;2024-03-01;2024-03-14
35594;2047-03-22;2047-04-06
35595;2021-09-06;2021-09-17
35596;2035-02-15;2035-02-18
35597;2023-02-22;2023-03-02
35598;2064-07-05;2064-07-21
35599;2090-12-09;2090-12-21
35600;2045-01-02;2045-01-09
35601;2039-12-18;2040-01-06
35602;2072-08-21;2072-09-02
35603;2087-04-01;2087-04-17
35604;2083-12-31;2084-01-08
35605;2098-06-06;2098-06-07
35606;2074-04-11;2074-04-21
35607;2054-03-13;2054-03-15
35608;2073-08-05;2073-08-08
35609;2036-05-20;2036-05-24
35610;2035-10-05;2035-10-23
35611;2069-01-14;2069-01-28
35612;2079-10-29;2079-11-13
35613;2080-04-04;2080-04-13
35614;2035-10-26;2035-11-03
35615;2069-12-23;2070-01-02
35616;2049-05-21;2049-06-08
35617;2084-02-10;2084-02-13
35618;2046-12-25;2046-12-30
35619;2088-10-16;2088-10-31
35620;2032-05-08;2032-05-11
35621;2051-07-17;2051-07-26
35622;2029-09-02;2029-09-21
35623;2080-02-25;2080-02-27
35624;2069-06-29;2069-07-05
35625;2033-09-07;2033-09-26
35626;2054-03-30;2054-04-12
35627;2078-05-14;2078-05-22
35628;2055-01-09;2055-01-12
35629;2081-12-30;2081-12-30
35630;2078-04-20;2078-05-04
35631;2081-11-05;2081-11-13
35632;2072-11-12;2072-11-16
35633;2065-08-12;2065-08-21
35634;2061-10-19;2061-10-25
35635;2029-01-28;2029-01-29
35636;2076-10-29;2076-11-05
35637;2099-04-22;2099-05-11
35638;2039-12-29;2040-01-10
35639;2068-07-06;2068-07-10
35640;2024-04-10;2024-04-14
35641;2098-05-09;2098-05-17
35642;2060-08-23;2060-09-08
35643;2098-07-19;2098-07-26
35644;2090-01-07;2090-01-08
35645;2036-01-24;2036-02-07
35646;2081-12-24;2082-01-09
35647;2074-04-18;2074-04-26
35648;2090-03-04;2090-03-08
35649;2032-08-15;2032-08-28
35650;2054-05-12;2054-05-15
35651;2066-06-28;2066-07-17
35652;2061-02-01;2061-02-20
35653;2046-07-30;2046-08-13
35654;2022-09-06;2022-09-22
35655;2096-12-21;2096-12-26
35656;2079-12-04;2079-12-21
35657;2099-12-16;2099-12-21
35658;2035-02-07;2035-02-09
35659;2026-10-04;2026-10-21
35660;2021-07-28;2021-08-03
35661;2099-07-30;2099-08-10
35662;2060-07-23;2060-08-06
35663;2032-12-14;2032-12-30
35664;2089-05-12;2089-05-27
35665;2053-12-01;2053-12-03
35666;2037-02-02;2037-02-12
35667;2062-06-08;2062-06-12
35668;2070-03-08;2070-03-23
35669;2063-09-19;2063-09-29
35670;2089-12-01;2089-12-08
35671;2092-07-22;2092-08-05
35672;2080-08-06;2080-08-10
35673;2064-04-15;2064-04-15
35674;2038-04-18;2038-04-19
35675;2047-09-19;2047-09-21
35676;2048-07-17;2048-08-01
35677;2047-01-28;2047-02-09
35678;2096-06-21;2096-06-30
35679;2079-05-31;2079-06-13
35680;2071-05-27;2071-06-08
35681;2083-04-25;2083-04-25
35682;2086-06-22;2086-06-27
35683;2068-12-26;2068-12-26
35684;2055-09-11;2055-09-11
35685;2031-02-27;2031-03-14
35686;2090-05-21;2090-05-22
35687;2022-06-12;2022-06-16
35688;2041-07-28;2041-08-04
35689;2043-08-20;2043-09-04
35690;2049-03-03;2049-03-20
35691;2070-12-27;2071-01-07
35692;2027-11-03;2027-11-11
35693;2086-12-03;2086-12-21
35694;2065-05-26;2065-06-12
35695;2055-06-08;2055-06-17
35696;2028-02-10;2028-02-17
35697;2029-11-10;2029-11-14
35698;2048-09-06;2048-09-16
35699;2065-12-23;2066-01-03
35700;2034-08-09;2034-08-16
35701;2057-04-07;2057-04-13
35702;2046-04-01;2046-04-19
35703;2023-10-27;2023-11-13
35704;2040-11-12;2040-11-27
35705;2099-04-18;2099-04-21
35706;2089-12-07;2089-12-17
35707;2083-09-10;2083-09-26
35708;2080-08-16;2080-08-19
35709;2033-11-29;2033-11-30
35710;2068-11-24;2068-12-01
35711;2028-10-08;2028-10-16
35712;2025-11-26;2025-12-11
35713;2054-03-10;2054-03-12
35714;2029-06-10;2029-06-13
35715;2034-03-12;2034-03-21
35716;2058-11-24;2058-12-13
35717;2099-08-11;2099-08-25
35718;2036-01-20;2036-01-20
35719;2082-04-17;2082-05-01
35720;2071-01-07;2071-01-24
35721;2023-01-20;2023-02-02
35722;2098-06-21;2098-07-08
35723;2024-10-02;2024-10-13
35724;2023-08-22;2023-08-26
35725;2031-07-17;2031-08-02
35726;2027-12-04;2027-12-23
35727;2075-09-10;2075-09-29
35728;2054-12-29;2055-01-07
35729;2059-03-17;2059-03-18
35730;2035-05-06;2035-05-21
35731;2068-01-30;2068-02-04
35732;2043-02-07;2043-02-17
35733;2059-11-15;2059-11-23
35734;2067-07-23;2067-07-23
35735;2079-01-16;2079-01-17
35736;2091-11-23;2091-11-25
35737;2090-03-12;2090-03-16
35738;2090-07-08;2090-07-20
35739;2057-03-28;2057-04-06
35740;2089-12-06;2089-12-13
35741;2055-03-21;2055-04-02
35742;2047-04-28;2047-04-28
35743;2023-10-10;2023-10-14
35744;2055-06-26;2055-07-12
35745;2049-08-09;2049-08-27
35746;2056-02-28;2056-03-04
35747;2044-05-31;2044-06-03
35748;2092-10-27;2092-11-09
35749;2031-02-28;2031-03-10
35750;2038-09-12;2038-10-01
35751;2049-06-24;2049-06-26
35752;2054-08-20;2054-09-02
35753;2020-01-17;2020-01-17
35754;2062-04-30;2062-05-18
35755;2029-03-10;2029-03-15
35756;2062-05-14;2062-05-18
35757;2078-05-04;2078-05-15
35758;2063-05-23;2063-06-05
35759;2054-06-17;2054-07-01
35760;2036-06-04;2036-06-04
35761;2061-12-04;2061-12-12
35762;2046-12-01;2046-12-02
35763;2088-04-08;2088-04-16
35764;2081-09-27;2081-10-07
35765;2036-06-08;2036-06-22
35766;2063-05-03;2063-05-11
35767;2084-03-29;2084-04-16
35768;2074-04-12;2074-04-17
35769;2032-05-30;2032-06-15
35770;2066-09-09;2066-09-17
35771;2099-12-05;2099-12-07
35772;2079-11-26;2079-12-10
35773;2047-06-26;2047-07-11
35774;2077-05-19;2077-05-22
35775;2066-10-10;2066-10-16
35776;2039-04-02;2039-04-18
35777;2096-06-15;2096-06-23
35778;2024-04-11;2024-04-27
35779;2088-08-18;2088-09-02
35780;2073-03-14;2073-03-15
35781;2028-11-24;2028-12-11
35782;2076-12-23;2076-12-25
35783;2053-06-04;2053-06-15
35784;2025-04-24;2025-04-24
35785;2024-03-14;2024-03-16
35786;2053-03-20;2053-03-27
35787;2051-08-11;2051-08-26
35788;2062-08-09;2062-08-20
35789;2031-12-19;2032-01-07
35790;2029-05-08;2029-05-13
35791;2024-04-23;2024-05-03
35792;2071-09-27;2071-10-07
35793;2094-05-21;2094-06-07
35794;2060-02-28;2060-03-05
35795;2082-09-13;2082-09-18
35796;2056-09-05;2056-09-13
35797;2038-05-16;2038-05-23
35798;2060-12-08;2060-12-09
35799;2076-02-12;2076-02-16
