resvid;uid
24382;103
24383;136
24384;386
24385;292
24386;410
24387;357
24388;248
24389;243
24390;383
24391;142
24392;437
24393;214
24394;270
24395;319
24396;361
24397;69
24398;112
24399;185
24400;353
24401;285
24402;255
24403;163
24404;336
24405;124
24406;370
24407;295
24408;333
24409;256
24410;200
24411;13
24412;35
24413;133
24414;180
24415;201
24416;319
24417;6
24418;105
24419;31
24420;104
24421;409
24422;349
24423;205
24424;140
24425;404
24426;78
24427;118
24428;346
24429;143
24430;125
24431;38
24432;391
24433;373
24434;148
24435;72
24436;71
24437;160
24438;229
24439;153
24440;56
24441;197
24442;209
24443;174
24444;430
24445;264
24446;447
24447;261
24448;130
24449;296
24450;169
24451;13
24452;130
24453;310
24454;78
24455;353
24456;174
24457;146
24458;211
24459;102
24460;221
24461;268
24462;308
24463;365
24464;223
24465;88
24466;408
24467;115
24468;322
24469;261
24470;392
24471;278
24472;288
24473;42
24474;114
24475;181
24476;381
24477;17
24478;336
24479;292
24480;63
24481;396
24482;279
24483;422
24484;323
24485;159
24486;304
24487;446
24488;349
24489;236
24490;366
24491;194
24492;64
24493;444
24494;319
24495;273
24496;65
24497;148
24498;275
24499;335
24500;235
24501;266
24502;182
24503;289
24504;207
24505;253
24506;268
24507;394
24508;42
24509;231
24510;142
24511;340
24512;162
24513;89
24514;439
24515;314
24516;305
24517;117
24518;310
24519;367
24520;181
24521;394
24522;23
24523;122
24524;394
24525;334
24526;29
24527;162
24528;270
24529;77
24530;398
24531;412
24532;419
24533;423
24534;439
24535;30
24536;319
24537;243
24538;330
24539;306
24540;238
24541;313
24542;78
24543;258
24544;368
24545;379
24546;304
24547;28
24548;125
24549;91
24550;319
24551;132
24552;448
24553;141
24554;197
24555;132
24556;0
24557;33
24558;380
24559;88
24560;194
24561;8
24562;337
24563;290
24564;174
24565;98
24566;304
24567;359
24568;323
24569;436
24570;179
24571;267
24572;8
24573;163
24574;291
24575;437
24576;296
24577;87
24578;74
24579;210
24580;11
24581;248
24582;103
24583;232
24584;54
24585;320
24586;39
24587;276
24588;294
24589;161
24590;282
24591;87
24592;337
24593;95
24594;300
24595;304
24596;28
24597;53
24598;281
24599;207
24600;187
24601;440
24602;243
24603;26
24604;92
24605;430
24606;47
24607;78
24608;198
24609;55
24610;200
24611;417
24612;28
24613;94
24614;228
24615;423
24616;448
24617;116
24618;1
24619;40
24620;5
24621;424
24622;370
24623;29
24624;431
24625;181
24626;147
24627;224
24628;329
24629;161
24630;170
24631;325
24632;97
24633;12
24634;425
24635;384
24636;239
24637;57
24638;289
24639;421
24640;262
24641;16
24642;227
24643;285
24644;126
24645;434
24646;230
24647;222
24648;436
24649;405
24650;93
24651;408
24652;199
24653;249
24654;410
24655;266
24656;67
24657;219
24658;187
24659;178
24660;201
24661;384
24662;117
24663;260
24664;46
24665;401
24666;297
24667;2
24668;7
24669;446
24670;247
24671;109
24672;321
24673;295
24674;101
24675;230
24676;153
24677;305
24678;354
24679;55
24680;229
24681;211
24682;398
24683;195
24684;119
24685;317
24686;98
24687;85
24688;54
24689;180
24690;12
24691;233
24692;25
24693;345
24694;410
24695;368
24696;234
24697;110
24698;425
24699;403
24700;123
24701;81
24702;229
24703;310
24704;295
24705;190
24706;359
24707;99
24708;361
24709;236
24710;313
24711;382
24712;358
24713;278
24714;197
24715;192
24716;433
24717;323
24718;297
24719;156
24720;269
24721;106
24722;89
24723;77
24724;237
24725;447
24726;249
24727;191
24728;377
24729;329
24730;160
24731;2
24732;333
24733;325
24734;124
24735;260
24736;417
24737;349
24738;317
24739;207
24740;250
24741;89
24742;156
24743;54
24744;95
24745;357
24746;337
24747;236
24748;419
24749;228
24750;430
24751;327
24752;190
24753;295
24754;34
24755;15
24756;114
24757;276
24758;396
24759;442
24760;89
24761;270
24762;342
24763;241
24764;239
24765;205
24766;177
24767;202
24768;17
24769;322
24770;365
24771;418
24772;303
24773;418
24774;31
24775;196
24776;342
24777;207
24778;357
24779;357
24780;392
24781;431
24782;122
24783;55
24784;25
24785;435
24786;96
24787;18
24788;221
24789;244
24790;209
24791;221
24792;254
24793;135
24794;233
24795;148
24796;341
24797;66
24798;119
24799;184
24800;187
24801;112
24802;260
24803;83
24804;2
24805;189
24806;67
24807;322
24808;356
24809;203
24810;162
24811;117
24812;91
24813;17
24814;363
24815;138
24816;304
24817;432
24818;363
24819;348
24820;186
24821;435
24822;383
24823;38
24824;225
24825;252
24826;24
24827;238
24828;328
24829;71
24830;181
24831;308
24832;74
24833;396
24834;391
24835;60
24836;359
24837;11
24838;176
24839;445
24840;228
24841;147
24842;260
24843;193
24844;296
24845;5
24846;49
24847;370
24848;242
24849;8
24850;435
24851;250
24852;275
24853;354
24854;98
24855;80
24856;430
24857;306
24858;157
24859;100
24860;5
24861;153
24862;373
24863;125
24864;92
24865;356
24866;204
24867;12
24868;260
24869;364
24870;41
24871;18
24872;152
24873;129
24874;287
24875;234
24876;292
24877;266
24878;222
24879;346
24880;185
24881;322
24882;167
24883;441
24884;267
24885;208
24886;375
24887;89
24888;305
24889;221
24890;448
24891;356
24892;251
24893;191
24894;407
24895;415
24896;161
24897;227
24898;180
24899;318
24900;125
24901;354
24902;107
24903;252
24904;331
24905;442
24906;264
24907;423
24908;375
24909;401
24910;137
24911;82
24912;199
24913;69
24914;371
24915;133
24916;245
24917;37
24918;243
24919;246
24920;348
24921;183
24922;229
24923;34
24924;196
24925;388
24926;38
24927;39
24928;185
24929;443
24930;232
24931;346
24932;222
24933;188
24934;382
24935;238
24936;277
24937;416
24938;283
24939;105
24940;370
24941;346
24942;166
24943;325
24944;92
24945;408
24946;132
24947;410
24948;377
24949;143
24950;83
24951;337
24952;58
24953;157
24954;218
24955;370
24956;7
24957;198
24958;163
24959;278
24960;247
24961;79
24962;352
24963;241
24964;204
24965;193
24966;364
24967;217
24968;433
24969;105
24970;419
24971;47
24972;120
24973;53
24974;67
24975;106
24976;72
24977;288
24978;253
24979;419
24980;286
24981;51
24982;230
24983;359
24984;274
24985;47
24986;258
24987;343
24988;262
24989;438
24990;56
24991;256
24992;43
24993;71
24994;307
24995;311
24996;409
24997;287
24998;106
24999;140
25000;341
25001;113
25002;426
25003;351
25004;59
25005;367
25006;59
25007;205
25008;115
25009;415
25010;385
25011;341
25012;309
25013;244
25014;106
25015;315
25016;301
25017;242
25018;145
25019;417
25020;110
25021;353
25022;160
25023;434
25024;239
25025;39
25026;354
25027;433
25028;71
25029;83
25030;36
25031;138
25032;83
25033;139
25034;362
25035;115
25036;10
25037;209
25038;227
25039;345
25040;148
25041;339
25042;219
25043;445
25044;40
25045;54
25046;375
25047;354
25048;290
25049;22
25050;104
25051;170
25052;111
25053;6
25054;419
25055;133
25056;81
25057;228
25058;142
25059;359
25060;113
25061;380
25062;165
25063;199
25064;131
25065;183
25066;113
25067;84
25068;272
25069;80
25070;192
25071;209
25072;351
25073;419
25074;388
25075;12
25076;353
25077;331
25078;369
25079;443
25080;300
25081;409
25082;9
25083;268
25084;207
25085;190
25086;264
25087;287
25088;196
25089;179
25090;4
25091;65
25092;169
25093;329
25094;223
25095;335
25096;35
25097;384
25098;168
25099;279
25100;183
25101;437
25102;356
25103;111
25104;348
25105;280
25106;10
25107;47
25108;407
25109;318
25110;282
25111;0
25112;314
25113;400
25114;444
25115;333
25116;118
25117;26
25118;66
25119;244
25120;298
25121;383
25122;345
25123;436
25124;90
25125;171
25126;63
25127;352
25128;371
25129;265
25130;396
25131;266
25132;132
25133;285
25134;57
25135;58
25136;153
25137;430
25138;94
25139;319
25140;193
25141;95
25142;252
25143;90
25144;308
25145;340
25146;218
25147;32
25148;74
25149;219
25150;414
25151;9
25152;62
25153;313
25154;53
25155;388
25156;172
25157;379
25158;197
25159;236
25160;408
25161;376
25162;1
25163;86
25164;209
25165;361
25166;283
25167;230
25168;59
25169;72
25170;84
25171;238
25172;6
25173;262
25174;115
25175;302
25176;371
25177;57
25178;85
25179;277
25180;403
25181;432
25182;367
25183;432
25184;140
25185;0
25186;31
25187;170
25188;211
25189;75
25190;252
25191;421
25192;0
25193;395
25194;321
25195;252
25196;231
25197;128
25198;323
25199;288
25200;332
25201;16
25202;212
25203;97
25204;354
25205;187
25206;320
25207;411
25208;345
25209;16
25210;162
25211;194
25212;93
25213;106
25214;240
25215;15
25216;281
25217;259
25218;292
25219;257
25220;393
25221;313
25222;267
25223;209
25224;363
25225;182
25226;42
25227;209
25228;239
25229;272
25230;163
25231;338
25232;258
25233;362
25234;68
25235;39
25236;386
25237;193
25238;422
25239;276
25240;77
25241;107
25242;286
25243;95
25244;425
25245;197
25246;446
25247;413
25248;320
25249;85
25250;394
25251;195
25252;49
25253;92
25254;78
25255;121
25256;401
25257;43
25258;350
25259;259
25260;412
25261;222
25262;419
25263;39
25264;20
25265;131
25266;120
25267;221
25268;445
25269;406
25270;161
25271;46
25272;81
25273;12
25274;303
25275;298
25276;314
25277;368
25278;173
25279;352
25280;191
25281;282
25282;183
25283;210
25284;231
25285;142
25286;116
25287;62
25288;111
25289;282
25290;280
25291;29
25292;435
25293;113
25294;52
25295;222
25296;329
25297;334
25298;444
25299;297
25300;45
25301;342
25302;371
25303;102
25304;15
25305;127
25306;6
25307;119
25308;329
25309;211
25310;192
25311;51
25312;27
25313;178
25314;434
25315;112
25316;322
25317;332
25318;214
25319;140
25320;182
25321;29
25322;153
25323;249
25324;401
25325;352
25326;339
25327;374
25328;253
25329;47
25330;348
25331;374
25332;69
25333;430
25334;400
25335;328
25336;324
25337;23
25338;229
25339;119
25340;41
25341;105
25342;29
25343;55
25344;271
25345;261
25346;367
25347;390
25348;203
25349;137
25350;141
25351;158
25352;245
25353;372
25354;191
25355;179
25356;123
25357;86
25358;68
25359;63
25360;439
25361;175
25362;223
25363;326
25364;36
25365;328
25366;47
25367;25
25368;389
25369;106
25370;413
25371;253
25372;390
25373;359
25374;0
25375;302
25376;170
25377;10
25378;128
25379;341
25380;224
25381;50
25382;305
25383;14
25384;13
25385;392
25386;231
25387;367
25388;323
25389;162
25390;85
25391;397
25392;331
25393;430
25394;59
25395;449
25396;22
25397;96
25398;292
25399;339
25400;421
25401;338
25402;226
25403;169
25404;345
25405;157
25406;360
25407;284
25408;143
25409;27
25410;429
25411;144
25412;49
25413;285
25414;265
25415;75
25416;38
25417;306
25418;114
25419;241
25420;299
25421;152
25422;4
25423;160
25424;141
25425;393
25426;181
25427;436
25428;405
25429;350
25430;72
25431;233
25432;294
25433;32
25434;374
25435;330
25436;50
25437;371
25438;55
25439;211
25440;220
25441;443
25442;98
25443;268
25444;438
25445;177
25446;14
25447;158
25448;342
25449;71
25450;338
25451;114
25452;50
25453;122
25454;414
25455;201
25456;336
25457;12
25458;409
25459;305
25460;266
25461;431
25462;166
25463;86
25464;335
25465;350
25466;8
25467;92
25468;145
25469;254
25470;123
25471;202
25472;328
25473;26
25474;306
25475;277
25476;81
25477;49
25478;276
25479;353
25480;112
25481;22
25482;269
25483;187
25484;197
25485;356
25486;254
25487;32
25488;390
25489;146
25490;411
25491;284
25492;430
25493;163
25494;4
25495;139
25496;311
25497;219
25498;136
25499;37
25500;300
25501;113
25502;157
25503;155
25504;37
25505;303
25506;334
25507;5
25508;58
25509;184
25510;374
25511;251
25512;382
25513;49
25514;44
25515;231
25516;326
25517;278
25518;371
25519;160
25520;260
25521;264
25522;177
25523;446
25524;59
25525;326
25526;248
25527;56
25528;194
25529;165
25530;186
25531;337
25532;314
25533;380
25534;306
25535;183
25536;210
25537;102
25538;142
25539;5
25540;168
25541;288
25542;139
25543;433
25544;92
25545;317
25546;396
25547;109
25548;226
25549;256
25550;221
25551;5
25552;77
25553;411
25554;336
25555;101
25556;64
25557;401
25558;101
25559;61
25560;249
25561;251
25562;115
25563;279
25564;41
25565;39
25566;425
25567;263
25568;336
25569;347
25570;62
25571;371
25572;434
25573;167
25574;419
25575;206
25576;369
25577;80
25578;73
25579;39
25580;22
25581;295
25582;315
25583;331
25584;440
25585;73
25586;345
25587;370
25588;387
25589;8
25590;7
25591;175
25592;195
25593;435
25594;177
25595;122
25596;105
25597;12
25598;260
25599;395
25600;68
25601;309
25602;99
25603;283
25604;425
25605;216
25606;80
25607;420
25608;141
25609;94
25610;154
25611;66
25612;351
25613;147
25614;178
25615;219
25616;12
25617;325
25618;374
25619;42
25620;404
25621;392
25622;189
25623;320
25624;286
25625;434
25626;389
25627;114
25628;417
25629;339
25630;250
25631;414
25632;59
25633;378
25634;166
25635;47
25636;275
25637;330
25638;72
25639;427
25640;245
25641;194
25642;184
25643;228
25644;87
25645;127
25646;49
25647;71
25648;443
25649;425
25650;381
25651;426
25652;270
25653;327
25654;376
25655;266
25656;128
25657;338
25658;361
25659;88
25660;298
25661;27
25662;43
25663;76
25664;328
25665;21
25666;169
25667;233
25668;76
25669;18
25670;436
25671;353
25672;389
25673;102
25674;434
25675;0
25676;205
25677;359
25678;164
25679;55
25680;263
25681;157
25682;277
25683;52
25684;155
25685;369
25686;421
25687;114
25688;72
25689;108
25690;268
25691;48
25692;366
25693;56
25694;326
25695;227
25696;215
25697;0
25698;256
25699;354
25700;76
25701;114
25702;236
25703;196
25704;5
25705;149
25706;71
25707;303
25708;390
25709;108
25710;264
25711;43
25712;331
25713;397
25714;48
25715;365
25716;334
25717;74
25718;151
25719;401
25720;440
25721;347
25722;369
25723;46
25724;70
25725;217
25726;148
25727;87
25728;101
25729;25
25730;24
25731;279
25732;181
25733;261
25734;150
25735;26
25736;123
25737;187
25738;138
25739;408
25740;435
25741;445
25742;156
25743;436
25744;387
25745;98
25746;89
25747;400
25748;181
25749;427
25750;187
25751;160
25752;407
25753;162
25754;87
25755;4
25756;299
25757;387
25758;282
25759;250
25760;144
25761;275
25762;310
25763;381
25764;3
25765;339
25766;358
25767;71
25768;28
25769;46
25770;94
25771;296
25772;4
25773;318
25774;65
25775;208
25776;320
25777;370
25778;270
25779;293
25780;5
25781;259
25782;266
25783;212
25784;342
25785;106
25786;124
25787;202
25788;299
25789;112
25790;264
25791;205
25792;338
25793;330
25794;191
25795;304
25796;280
25797;165
25798;411
25799;0
25800;180
25801;200
25802;230
25803;170
25804;28
25805;425
25806;442
25807;251
25808;373
25809;10
25810;446
25811;360
25812;34
25813;350
25814;351
25815;6
25816;234
25817;98
25818;447
25819;138
25820;61
25821;79
25822;389
25823;386
25824;406
25825;203
25826;282
25827;363
25828;158
25829;46
25830;324
25831;64
25832;313
25833;433
25834;107
25835;9
25836;24
25837;325
25838;362
25839;317
25840;319
25841;226
25842;148
25843;371
25844;446
25845;191
25846;2
25847;305
25848;366
25849;66
25850;64
25851;11
25852;55
25853;278
25854;304
25855;192
25856;225
25857;49
25858;230
25859;22
25860;356
25861;217
25862;44
25863;340
25864;114
25865;228
25866;285
25867;107
25868;440
25869;19
25870;304
25871;341
25872;111
25873;119
25874;331
25875;324
25876;299
25877;128
25878;100
25879;178
25880;330
25881;434
25882;69
25883;356
25884;92
25885;23
25886;76
25887;252
25888;118
25889;120
25890;222
25891;114
25892;246
25893;121
25894;421
25895;12
25896;438
25897;213
25898;185
25899;204
25900;188
25901;251
25902;148
25903;77
25904;229
25905;72
25906;44
25907;53
25908;44
25909;200
25910;290
25911;131
25912;138
25913;227
25914;45
25915;59
25916;180
25917;182
25918;220
25919;194
25920;376
25921;101
25922;262
25923;248
25924;328
25925;180
25926;368
25927;65
25928;124
25929;75
25930;199
25931;253
25932;283
25933;100
25934;55
25935;18
25936;293
25937;151
25938;411
25939;129
25940;50
25941;324
25942;169
25943;357
25944;300
25945;266
25946;314
25947;327
25948;396
25949;357
25950;132
25951;194
25952;341
25953;317
25954;345
25955;293
25956;389
25957;403
25958;220
25959;436
25960;117
25961;301
25962;210
25963;3
25964;91
25965;134
25966;127
25967;56
25968;36
25969;390
25970;53
25971;217
25972;182
25973;93
25974;151
25975;337
25976;11
25977;144
25978;165
25979;117
25980;430
25981;57
25982;165
25983;93
25984;384
25985;207
25986;364
25987;60
25988;379
25989;7
25990;339
25991;164
25992;163
25993;438
25994;76
25995;362
25996;103
25997;228
25998;114
25999;189
26000;365
26001;43
26002;411
26003;222
26004;274
26005;69
26006;389
26007;47
26008;225
26009;283
26010;237
26011;180
26012;52
26013;77
26014;26
26015;17
26016;201
26017;270
26018;105
26019;394
26020;105
26021;412
26022;329
26023;425
26024;152
26025;241
26026;91
26027;358
26028;233
26029;403
26030;340
26031;279
26032;140
26033;312
26034;432
26035;380
26036;230
26037;43
26038;178
26039;11
26040;198
26041;435
26042;427
26043;340
26044;349
26045;446
26046;18
26047;314
26048;180
26049;56
26050;281
26051;359
26052;212
26053;403
26054;323
26055;428
26056;243
26057;100
26058;165
26059;156
26060;427
26061;234
26062;338
26063;324
26064;19
26065;145
26066;297
26067;391
26068;10
26069;331
26070;225
26071;318
26072;424
26073;313
26074;188
26075;295
26076;122
26077;402
26078;260
26079;291
26080;26
26081;240
26082;433
26083;370
26084;385
26085;260
26086;96
26087;429
26088;151
26089;234
26090;128
26091;223
26092;87
26093;291
26094;418
26095;247
26096;66
26097;444
26098;298
26099;333
26100;39
26101;327
26102;97
26103;49
26104;407
26105;413
26106;31
26107;393
26108;313
26109;406
26110;191
26111;327
26112;1
26113;286
26114;370
26115;144
26116;330
26117;56
26118;436
26119;98
26120;171
26121;315
26122;122
26123;59
26124;82
26125;147
26126;192
26127;165
26128;436
26129;251
26130;319
26131;17
26132;232
26133;128
26134;326
26135;113
26136;398
26137;68
26138;203
26139;423
26140;62
26141;332
26142;34
26143;187
26144;249
26145;112
26146;207
26147;77
26148;416
26149;135
26150;259
26151;303
26152;265
26153;138
26154;284
26155;164
26156;102
26157;145
26158;392
26159;294
26160;380
26161;249
26162;103
26163;218
26164;53
26165;96
26166;365
26167;267
26168;347
26169;177
26170;399
26171;198
26172;367
26173;132
26174;165
26175;270
26176;186
26177;363
26178;149
26179;288
26180;171
26181;366
26182;309
26183;413
26184;6
26185;423
26186;386
26187;201
26188;228
26189;314
26190;234
26191;444
26192;402
26193;75
26194;321
26195;433
26196;419
26197;47
26198;31
26199;264
26200;3
26201;333
26202;68
26203;298
26204;379
26205;340
26206;247
26207;381
26208;255
26209;231
26210;367
26211;354
26212;385
26213;261
26214;210
26215;124
26216;216
26217;88
26218;406
26219;43
26220;10
26221;177
26222;334
26223;147
26224;346
26225;445
26226;339
26227;178
26228;353
26229;104
26230;252
26231;141
26232;103
26233;119
26234;35
26235;21
26236;122
26237;190
26238;414
26239;36
26240;266
26241;224
26242;415
26243;209
26244;211
26245;317
26246;195
26247;109
26248;115
26249;374
26250;45
26251;84
26252;201
26253;227
26254;156
26255;80
26256;89
26257;218
26258;117
26259;422
26260;305
26261;289
26262;236
26263;345
26264;125
26265;418
26266;326
26267;92
26268;221
26269;393
26270;215
26271;120
26272;92
26273;169
26274;350
26275;61
26276;239
26277;210
26278;223
26279;276
26280;83
26281;92
26282;182
26283;143
26284;430
26285;3
26286;189
26287;21
26288;156
26289;303
26290;237
26291;204
26292;58
26293;208
26294;337
26295;77
26296;360
26297;316
26298;120
26299;154
26300;228
26301;323
26302;185
26303;28
26304;139
26305;70
26306;440
26307;178
26308;318
26309;46
26310;147
26311;15
26312;373
26313;434
26314;346
26315;203
26316;407
26317;444
26318;121
26319;195
26320;96
26321;171
26322;145
26323;65
26324;127
26325;113
26326;290
26327;192
26328;207
26329;31
26330;235
26331;322
26332;211
26333;310
26334;10
26335;39
26336;97
26337;23
26338;127
26339;350
26340;154
26341;88
26342;299
26343;167
26344;0
26345;361
26346;14
26347;5
26348;107
26349;274
26350;252
26351;442
26352;400
26353;18
26354;268
26355;34
26356;77
26357;127
26358;436
26359;15
26360;159
26361;305
26362;315
26363;359
26364;166
26365;64
26366;308
26367;299
26368;151
26369;257
26370;297
26371;47
26372;293
26373;23
26374;38
26375;197
26376;323
26377;316
26378;428
26379;379
26380;356
26381;106
26382;312
26383;68
26384;270
26385;288
26386;399
26387;291
26388;130
26389;197
26390;218
26391;301
26392;157
26393;216
26394;76
26395;341
26396;45
26397;147
26398;361
26399;132
26400;175
26401;449
26402;261
26403;330
26404;262
26405;54
26406;157
26407;255
26408;414
26409;109
26410;289
26411;102
26412;355
26413;10
26414;436
26415;437
26416;23
26417;97
26418;344
26419;154
26420;378
26421;262
26422;383
26423;444
26424;101
26425;133
26426;46
26427;41
26428;344
26429;287
26430;302
26431;190
26432;36
26433;228
26434;160
26435;87
26436;9
26437;45
26438;32
26439;237
26440;370
26441;211
26442;57
26443;403
26444;192
26445;391
26446;161
26447;414
26448;281
26449;308
26450;219
26451;289
26452;398
26453;90
26454;422
26455;62
26456;90
26457;159
26458;445
26459;377
26460;350
26461;267
26462;325
26463;54
26464;390
26465;49
26466;55
26467;364
26468;366
26469;156
26470;220
26471;174
26472;363
26473;232
26474;195
26475;194
26476;361
26477;318
26478;89
26479;215
26480;285
26481;259
26482;338
26483;156
26484;104
26485;34
26486;278
26487;66
26488;384
26489;344
26490;256
26491;113
26492;31
26493;318
26494;440
26495;77
26496;254
26497;348
26498;7
26499;125
26500;411
26501;403
26502;196
26503;319
26504;308
26505;269
26506;258
26507;428
26508;346
26509;362
26510;17
26511;367
26512;217
26513;402
26514;369
26515;317
26516;121
26517;290
26518;182
26519;378
26520;221
26521;421
26522;82
26523;32
26524;42
26525;406
26526;242
26527;12
26528;294
26529;324
26530;324
26531;418
26532;340
26533;391
26534;124
26535;35
26536;198
26537;445
26538;161
26539;221
26540;415
26541;357
26542;245
26543;93
26544;446
26545;326
26546;232
26547;239
26548;8
26549;278
26550;332
26551;267
26552;387
26553;308
26554;28
26555;313
26556;172
26557;246
26558;293
26559;234
26560;395
26561;349
26562;316
26563;64
26564;44
26565;102
26566;337
26567;341
26568;417
26569;122
26570;425
26571;381
26572;219
26573;347
26574;412
26575;230
26576;16
26577;402
26578;60
26579;116
26580;75
26581;304
26582;423
26583;272
26584;2
26585;48
26586;26
26587;401
26588;309
26589;266
26590;322
26591;298
26592;178
26593;169
26594;92
26595;261
26596;254
26597;216
26598;189
26599;187
26600;274
26601;94
26602;288
26603;166
26604;287
26605;380
26606;28
26607;181
26608;111
26609;41
26610;315
26611;353
26612;186
26613;200
26614;29
26615;89
26616;163
26617;25
26618;401
26619;100
26620;330
26621;382
26622;440
26623;367
26624;133
26625;6
26626;182
26627;263
26628;6
26629;208
26630;40
26631;260
26632;199
26633;295
26634;248
26635;334
26636;320
26637;386
26638;447
26639;290
26640;306
26641;338
26642;205
26643;231
26644;293
26645;376
26646;253
26647;172
26648;38
26649;412
26650;68
26651;180
26652;9
26653;56
26654;7
26655;179
26656;441
26657;369
26658;392
26659;377
26660;134
26661;227
26662;413
26663;161
26664;248
26665;319
26666;35
26667;193
26668;162
26669;373
26670;45
26671;84
26672;353
26673;10
26674;440
26675;152
26676;230
26677;91
26678;215
26679;341
26680;164
26681;421
26682;255
26683;87
26684;288
26685;47
26686;20
26687;259
26688;354
26689;238
26690;47
26691;385
26692;304
26693;312
26694;427
26695;429
26696;17
26697;182
26698;42
26699;198
26700;398
26701;140
26702;266
26703;340
26704;73
26705;291
26706;56
26707;324
26708;141
26709;278
26710;347
26711;94
26712;112
26713;408
26714;115
26715;369
26716;131
26717;442
26718;204
26719;430
26720;170
26721;262
26722;435
26723;161
26724;266
26725;147
26726;117
26727;415
26728;259
26729;159
26730;191
26731;303
26732;355
26733;290
26734;235
26735;90
26736;10
26737;189
26738;86
26739;52
26740;213
26741;108
26742;322
26743;364
26744;397
26745;394
26746;310
26747;127
26748;8
26749;247
26750;243
26751;100
26752;279
26753;272
26754;248
26755;308
26756;164
26757;112
26758;437
26759;27
26760;448
26761;36
26762;176
26763;131
26764;327
26765;118
26766;194
26767;287
26768;171
26769;301
26770;103
26771;322
26772;414
26773;215
26774;344
26775;436
26776;426
26777;157
26778;353
26779;257
26780;40
26781;419
26782;139
26783;229
26784;27
26785;91
26786;386
26787;91
26788;230
26789;376
26790;214
26791;170
26792;290
26793;407
26794;294
26795;438
26796;325
26797;391
26798;251
26799;399
26800;405
26801;41
26802;363
26803;415
26804;91
26805;199
26806;273
26807;85
26808;331
26809;93
26810;212
26811;429
26812;185
26813;401
26814;383
26815;423
26816;10
26817;220
26818;422
26819;25
26820;365
26821;91
26822;60
26823;366
26824;346
26825;44
26826;446
26827;125
26828;243
26829;171
26830;276
26831;409
26832;53
26833;365
26834;247
26835;341
26836;249
26837;264
26838;9
26839;148
26840;297
26841;181
26842;436
26843;423
26844;113
26845;86
26846;42
26847;404
26848;71
26849;64
26850;390
26851;371
26852;398
26853;115
26854;246
26855;257
26856;9
26857;382
26858;243
26859;333
26860;47
26861;382
26862;61
26863;52
26864;292
26865;308
26866;84
26867;205
26868;251
26869;289
26870;349
26871;177
26872;256
26873;400
26874;333
26875;79
26876;369
26877;414
26878;206
26879;165
26880;51
26881;66
26882;427
26883;41
26884;332
26885;206
26886;143
26887;54
26888;246
26889;19
26890;269
26891;34
26892;94
26893;402
26894;177
26895;174
26896;321
26897;137
26898;405
26899;182
26900;216
26901;370
26902;414
26903;236
26904;283
26905;350
26906;440
26907;176
26908;366
26909;112
26910;87
26911;425
26912;210
26913;401
26914;369
26915;167
26916;118
26917;23
26918;374
26919;117
26920;11
26921;121
26922;267
26923;273
26924;311
26925;11
26926;365
26927;342
26928;0
26929;382
26930;143
26931;341
26932;242
26933;189
26934;255
26935;269
26936;371
26937;395
26938;228
26939;56
26940;390
26941;194
26942;62
26943;366
26944;96
26945;447
26946;215
26947;392
26948;341
26949;203
26950;309
26951;60
26952;58
26953;54
26954;427
26955;277
26956;416
26957;201
26958;176
26959;289
26960;155
26961;272
26962;307
26963;254
26964;360
26965;245
26966;291
26967;33
26968;90
26969;307
26970;107
26971;146
26972;63
26973;445
26974;418
26975;238
26976;270
26977;423
26978;55
26979;420
26980;271
26981;309
26982;71
26983;85
26984;391
26985;325
26986;176
26987;370
26988;118
26989;368
26990;203
26991;73
26992;86
26993;159
26994;61
26995;137
26996;66
26997;297
26998;322
26999;272
27000;266
27001;408
27002;356
27003;84
27004;449
27005;147
27006;77
27007;261
27008;139
27009;300
27010;238
27011;239
27012;133
27013;46
27014;350
27015;256
27016;143
27017;127
27018;423
27019;366
27020;233
27021;120
27022;56
27023;266
27024;15
27025;39
27026;96
27027;89
27028;168
27029;246
27030;73
27031;237
27032;19
27033;35
27034;163
27035;161
27036;4
27037;202
27038;382
27039;326
27040;443
27041;255
27042;410
27043;429
27044;86
27045;5
27046;58
27047;332
27048;305
27049;288
27050;423
27051;359
27052;223
27053;332
27054;94
27055;106
27056;325
27057;309
27058;324
27059;360
27060;313
27061;440
27062;162
27063;178
27064;302
27065;259
27066;122
27067;201
27068;44
27069;206
27070;136
27071;410
27072;414
27073;449
27074;74
27075;220
27076;440
27077;375
27078;433
27079;370
27080;122
27081;53
27082;207
27083;424
27084;220
27085;269
27086;0
27087;261
27088;350
27089;278
27090;146
27091;273
27092;130
27093;112
27094;196
27095;69
27096;438
27097;444
27098;65
27099;331
27100;401
27101;121
27102;110
27103;335
27104;442
27105;180
27106;309
27107;33
27108;434
27109;358
27110;414
27111;415
27112;90
27113;189
27114;6
27115;196
27116;377
27117;216
27118;8
27119;30
27120;178
27121;385
27122;378
27123;195
27124;82
27125;386
27126;205
27127;251
27128;209
27129;233
27130;157
27131;161
27132;0
27133;191
27134;122
27135;73
27136;327
27137;420
27138;228
27139;316
27140;374
27141;27
27142;150
27143;421
27144;429
27145;138
27146;273
27147;103
27148;114
27149;205
27150;254
27151;109
27152;296
27153;404
27154;57
27155;32
27156;95
27157;18
27158;348
27159;221
27160;171
27161;27
27162;376
27163;191
27164;196
27165;410
27166;37
27167;197
27168;197
27169;106
27170;170
27171;365
27172;393
27173;308
27174;94
27175;151
27176;226
27177;384
27178;16
27179;177
