resvid,uid,habid,fecha_inicio,fecha_fin
38455,201,38455,2047-06-22,2047-07-04
38456,284,38456,2030-01-07,2030-01-18
38457,190,38457,2027-01-18,2027-02-01
38458,157,38458,2080-10-13,2080-10-31
38459,362,38459,2022-02-26,2022-03-15
38460,39,38460,2091-02-18,2091-02-27
38461,441,38461,2073-02-01,2073-02-01
38462,448,38462,2092-05-06,2092-05-07
38463,345,38463,2043-06-19,2043-07-01
38464,190,38464,2041-02-06,2041-02-07
38465,82,38465,2021-03-27,2021-04-02
38466,348,38466,2074-08-14,2074-08-22
38467,161,38467,2053-12-16,2054-01-04
38468,352,38468,2086-07-12,2086-07-28
38469,277,38469,2032-02-10,2032-02-25
38470,151,38470,2057-04-23,2057-04-28
38471,229,38471,2085-04-29,2085-05-18
38472,62,38472,2038-05-17,2038-05-20
38473,138,38473,2019-11-22,2019-11-22
38474,23,38474,2044-08-28,2044-09-08
38475,333,38475,2028-09-11,2028-09-11
38476,233,38476,2069-07-28,2069-08-11
38477,225,38477,2096-05-24,2096-05-27
38478,41,38478,2045-02-17,2045-03-03
38479,170,38479,2047-06-15,2047-07-03
38480,96,38480,2067-01-26,2067-02-11
38481,204,38481,2042-06-09,2042-06-24
38482,43,38482,2040-10-20,2040-11-04
38483,264,38483,2057-08-02,2057-08-13
38484,433,38484,2046-12-12,2046-12-31
38485,286,38485,2088-04-24,2088-04-27
38486,265,38486,2089-11-15,2089-11-20
38487,258,38487,2062-09-16,2062-09-18
38488,248,38488,2081-09-18,2081-09-26
38489,260,38489,2093-03-12,2093-03-14
38490,104,38490,2093-05-01,2093-05-08
38491,274,38491,2074-07-29,2074-08-12
38492,443,38492,2076-09-19,2076-09-29
38493,421,38493,2047-10-23,2047-11-08
38494,196,38494,2064-04-23,2064-05-01
38495,40,38495,2099-05-12,2099-05-13
38496,257,38496,2096-12-27,2097-01-14
38497,351,38497,2054-05-17,2054-06-03
38498,169,38498,2086-07-12,2086-07-15
38499,298,38499,2045-02-20,2045-02-23
38500,321,38500,2094-04-05,2094-04-20
38501,151,38501,2056-09-27,2056-10-14
38502,119,38502,2090-04-20,2090-04-22
38503,8,38503,2082-10-28,2082-11-05
38504,377,38504,2033-01-13,2033-01-27
38505,4,38505,2098-04-27,2098-05-04
38506,298,38506,2053-10-04,2053-10-09
38507,225,38507,2076-02-03,2076-02-06
38508,75,38508,2038-06-20,2038-07-06
38509,92,38509,2070-03-18,2070-03-23
38510,441,38510,2070-05-12,2070-05-31
38511,292,38511,2067-02-27,2067-03-15
38512,397,38512,2046-11-18,2046-11-21
38513,55,38513,2084-03-20,2084-03-24
38514,157,38514,2023-10-06,2023-10-06
38515,50,38515,2049-05-07,2049-05-15
38516,433,38516,2074-09-09,2074-09-26
38517,78,38517,2048-01-29,2048-01-30
38518,277,38518,2040-02-15,2040-02-27
38519,137,38519,2077-04-22,2077-05-04
38520,411,38520,2048-03-21,2048-03-24
38521,284,38521,2085-07-23,2085-08-04
38522,129,38522,2070-02-07,2070-02-13
38523,441,38523,2070-02-08,2070-02-19
38524,93,38524,2086-09-30,2086-10-16
38525,446,38525,2025-08-02,2025-08-19
38526,174,38526,2088-05-16,2088-05-23
38527,311,38527,2088-06-09,2088-06-21
38528,153,38528,2048-06-07,2048-06-21
38529,124,38529,2095-11-02,2095-11-11
38530,55,38530,2069-01-02,2069-01-15
38531,94,38531,2031-11-03,2031-11-08
38532,227,38532,2041-10-03,2041-10-16
38533,425,38533,2096-03-27,2096-04-10
38534,279,38534,2030-11-11,2030-11-18
38535,36,38535,2068-05-18,2068-05-26
38536,42,38536,2099-09-15,2099-10-03
38537,202,38537,2052-08-15,2052-08-27
38538,47,38538,2056-06-27,2056-07-05
38539,265,38539,2031-01-04,2031-01-13
38540,128,38540,2073-05-24,2073-05-30
38541,80,38541,2066-12-20,2067-01-07
38542,387,38542,2091-02-03,2091-02-09
38543,91,38543,2072-01-31,2072-02-03
38544,137,38544,2057-02-05,2057-02-23
38545,310,38545,2019-08-18,2019-08-21
38546,424,38546,2089-07-21,2089-07-28
38547,82,38547,2022-11-12,2022-11-27
38548,219,38548,2058-06-16,2058-06-24
38549,100,38549,2047-08-15,2047-08-24
38550,240,38550,2092-04-09,2092-04-28
38551,5,38551,2075-10-03,2075-10-08
38552,21,38552,2085-03-23,2085-04-10
38553,181,38553,2075-01-21,2075-02-01
38554,232,38554,2066-09-03,2066-09-09
38555,245,38555,2083-07-03,2083-07-17
38556,160,38556,2082-10-11,2082-10-27
38557,354,38557,2090-06-29,2090-07-09
38558,58,38558,2042-06-05,2042-06-07
38559,301,38559,2063-02-14,2063-02-20
38560,115,38560,2088-09-22,2088-10-03
38561,379,38561,2093-03-19,2093-03-19
38562,203,38562,2039-03-21,2039-04-07
38563,448,38563,2051-07-22,2051-08-04
38564,340,38564,2090-12-04,2090-12-07
38565,365,38565,2029-11-24,2029-12-02
38566,384,38566,2098-11-11,2098-11-15
38567,306,38567,2095-06-28,2095-06-30
38568,141,38568,2085-01-23,2085-02-07
38569,385,38569,2083-11-22,2083-11-25
38570,434,38570,2038-01-25,2038-02-01
38571,78,38571,2023-02-03,2023-02-04
38572,209,38572,2091-02-10,2091-02-27
38573,119,38573,2025-09-20,2025-10-02
38574,416,38574,2043-04-07,2043-04-17
38575,126,38575,2075-12-21,2076-01-01
38576,119,38576,2056-12-29,2057-01-10
38577,5,38577,2080-08-31,2080-09-02
38578,430,38578,2057-06-25,2057-07-12
38579,32,38579,2096-05-14,2096-05-25
38580,239,38580,2086-09-16,2086-09-27
38581,443,38581,2080-02-14,2080-03-02
38582,329,38582,2026-10-07,2026-10-24
38583,351,38583,2053-04-10,2053-04-27
38584,299,38584,2086-10-02,2086-10-02
38585,422,38585,2070-09-22,2070-10-07
38586,184,38586,2029-12-26,2030-01-13
38587,394,38587,2037-03-23,2037-03-30
38588,254,38588,2084-03-25,2084-03-25
38589,138,38589,2030-07-19,2030-07-24
38590,440,38590,2037-05-14,2037-05-20
38591,320,38591,2020-10-16,2020-10-18
38592,200,38592,2073-02-15,2073-03-03
38593,4,38593,2093-02-04,2093-02-14
38594,274,38594,2050-12-01,2050-12-13
38595,298,38595,2082-12-04,2082-12-04
38596,309,38596,2037-04-24,2037-05-07
38597,168,38597,2050-05-18,2050-06-04
38598,209,38598,2050-09-16,2050-09-25
38599,29,38599,2036-11-27,2036-12-16
38600,361,38600,2045-11-02,2045-11-17
38601,419,38601,2045-07-25,2045-07-31
38602,299,38602,2044-01-20,2044-01-27
38603,319,38603,2063-10-05,2063-10-08
38604,309,38604,2048-01-25,2048-02-10
38605,256,38605,2021-08-11,2021-08-30
38606,5,38606,2097-01-23,2097-02-06
38607,400,38607,2088-10-06,2088-10-20
38608,442,38608,2045-12-18,2045-12-27
38609,59,38609,2027-02-17,2027-02-28
38610,340,38610,2038-08-12,2038-08-21
38611,437,38611,2074-04-23,2074-04-26
38612,362,38612,2026-11-29,2026-12-18
38613,97,38613,2064-09-13,2064-09-15
38614,1,38614,2040-01-21,2040-01-27
38615,257,38615,2096-10-03,2096-10-12
38616,60,38616,2090-10-24,2090-11-09
38617,167,38617,2048-04-06,2048-04-14
38618,227,38618,2049-09-16,2049-09-19
38619,122,38619,2057-10-26,2057-10-31
38620,383,38620,2022-09-03,2022-09-17
38621,233,38621,2064-02-28,2064-03-13
38622,430,38622,2058-10-22,2058-11-03
38623,280,38623,2037-09-02,2037-09-15
38624,55,38624,2069-01-23,2069-01-24
38625,440,38625,2098-06-11,2098-06-20
38626,425,38626,2079-09-25,2079-09-29
38627,355,38627,2054-12-11,2054-12-25
38628,232,38628,2052-01-30,2052-02-13
38629,308,38629,2072-08-31,2072-09-12
38630,98,38630,2067-02-26,2067-03-07
38631,123,38631,2029-09-25,2029-09-25
38632,353,38632,2066-11-19,2066-12-08
38633,230,38633,2039-07-07,2039-07-08
38634,38,38634,2083-05-28,2083-06-13
38635,153,38635,2082-10-18,2082-10-21
38636,150,38636,2098-10-07,2098-10-26
38637,82,38637,2054-11-30,2054-12-17
38638,404,38638,2047-05-01,2047-05-09
38639,16,38639,2020-10-05,2020-10-09
38640,376,38640,2022-04-05,2022-04-09
38641,139,38641,2025-08-20,2025-08-25
38642,122,38642,2020-10-31,2020-11-18
38643,314,38643,2051-11-21,2051-11-25
38644,333,38644,2092-06-29,2092-07-03
38645,192,38645,2079-03-21,2079-04-07
38646,118,38646,2036-11-10,2036-11-26
38647,260,38647,2054-03-25,2054-03-25
38648,114,38648,2056-03-14,2056-03-15
38649,111,38649,2046-10-28,2046-10-28
38650,230,38650,2032-04-06,2032-04-12
38651,137,38651,2062-08-08,2062-08-14
38652,4,38652,2086-03-03,2086-03-20
38653,281,38653,2055-09-04,2055-09-14
38654,4,38654,2042-05-20,2042-05-20
38655,125,38655,2061-03-25,2061-03-25
38656,237,38656,2055-08-20,2055-09-02
38657,364,38657,2078-10-09,2078-10-12
38658,104,38658,2080-04-22,2080-05-10
38659,106,38659,2058-04-22,2058-05-05
38660,397,38660,2084-07-08,2084-07-19
38661,258,38661,2074-04-29,2074-05-03
38662,66,38662,2079-03-29,2079-04-03
38663,192,38663,2082-02-24,2082-03-11
38664,271,38664,2032-11-11,2032-11-25
38665,288,38665,2034-03-26,2034-04-07
38666,257,38666,2032-04-10,2032-04-24
38667,115,38667,2024-09-08,2024-09-19
38668,174,38668,2098-09-07,2098-09-15
38669,214,38669,2026-02-14,2026-02-27
38670,303,38670,2078-06-06,2078-06-06
38671,91,38671,2073-05-16,2073-06-02
38672,322,38672,2036-07-30,2036-08-12
38673,376,38673,2057-03-10,2057-03-12
38674,76,38674,2066-09-28,2066-10-16
38675,222,38675,2093-04-30,2093-05-15
38676,136,38676,2092-03-07,2092-03-14
38677,192,38677,2091-06-26,2091-07-01
38678,76,38678,2054-04-21,2054-04-30
38679,389,38679,2084-12-11,2084-12-29
38680,47,38680,2053-11-18,2053-11-26
38681,37,38681,2072-12-17,2072-12-22
38682,406,38682,2055-05-22,2055-05-31
38683,373,38683,2099-02-17,2099-02-20
38684,162,38684,2038-02-18,2038-03-09
38685,386,38685,2026-08-06,2026-08-25
38686,195,38686,2051-04-04,2051-04-10
38687,238,38687,2055-06-03,2055-06-09
38688,169,38688,2092-09-17,2092-09-27
38689,32,38689,2049-07-29,2049-08-16
38690,28,38690,2025-07-17,2025-07-20
38691,133,38691,2044-12-13,2044-12-13
38692,145,38692,2062-04-28,2062-05-15
38693,70,38693,2067-06-07,2067-06-22
38694,447,38694,2049-10-27,2049-10-30
38695,96,38695,2027-09-10,2027-09-27
38696,237,38696,2077-04-06,2077-04-14
38697,443,38697,2075-10-27,2075-11-13
38698,5,38698,2030-08-30,2030-09-01
38699,237,38699,2093-06-14,2093-06-17
38700,223,38700,2025-07-15,2025-08-03
38701,439,38701,2036-01-14,2036-01-14
38702,428,38702,2063-06-27,2063-07-12
38703,224,38703,2043-05-28,2043-06-07
38704,351,38704,2041-03-28,2041-04-03
38705,20,38705,2044-02-23,2044-03-05
38706,353,38706,2067-08-15,2067-08-26
38707,211,38707,2033-11-17,2033-11-30
38708,114,38708,2023-04-27,2023-05-06
38709,367,38709,2022-10-10,2022-10-11
38710,427,38710,2042-06-28,2042-07-13
38711,401,38711,2077-06-24,2077-07-08
38712,442,38712,2061-10-01,2061-10-17
38713,401,38713,2093-06-29,2093-07-08
38714,354,38714,2060-11-06,2060-11-22
38715,272,38715,2081-10-10,2081-10-22
38716,137,38716,2092-09-14,2092-09-23
38717,232,38717,2051-03-29,2051-04-09
38718,187,38718,2058-03-10,2058-03-17
38719,417,38719,2047-02-02,2047-02-10
38720,359,38720,2031-01-07,2031-01-15
38721,432,38721,2048-11-19,2048-11-19
38722,409,38722,2058-03-21,2058-04-04
38723,188,38723,2096-06-01,2096-06-14
38724,375,38724,2074-04-03,2074-04-10
38725,311,38725,2087-12-02,2087-12-18
38726,223,38726,2055-12-10,2055-12-25
38727,411,38727,2097-12-15,2097-12-19
38728,71,38728,2096-09-19,2096-10-03
38729,101,38729,2055-02-19,2055-02-24
38730,91,38730,2070-10-24,2070-11-11
38731,69,38731,2027-09-28,2027-10-03
38732,133,38732,2035-07-12,2035-07-26
38733,189,38733,2035-07-19,2035-07-25
38734,133,38734,2040-03-14,2040-03-30
38735,139,38735,2083-06-05,2083-06-05
38736,60,38736,2084-04-18,2084-04-29
38737,375,38737,2078-06-02,2078-06-19
38738,162,38738,2063-01-17,2063-02-04
38739,100,38739,2020-10-11,2020-10-26
38740,174,38740,2095-08-24,2095-09-08
38741,277,38741,2020-02-04,2020-02-17
38742,389,38742,2081-03-14,2081-03-14
38743,400,38743,2033-08-15,2033-08-28
38744,404,38744,2099-09-15,2099-09-26
38745,221,38745,2039-08-29,2039-08-29
38746,195,38746,2040-05-22,2040-05-30
38747,8,38747,2096-03-24,2096-04-02
38748,50,38748,2047-07-07,2047-07-11
38749,98,38749,2048-08-16,2048-08-23
38750,20,38750,2047-03-26,2047-04-14
38751,33,38751,2082-01-29,2082-01-31
38752,135,38752,2052-11-27,2052-12-10
38753,310,38753,2095-02-20,2095-02-25
38754,176,38754,2046-01-13,2046-01-27
38755,39,38755,2033-09-16,2033-09-28
38756,160,38756,2093-01-22,2093-01-29
38757,28,38757,2046-08-16,2046-08-21
38758,231,38758,2061-04-25,2061-04-28
38759,174,38759,2022-11-01,2022-11-03
38760,287,38760,2055-03-10,2055-03-10
38761,241,38761,2077-02-02,2077-02-11
38762,434,38762,2056-12-02,2056-12-11
38763,436,38763,2089-03-02,2089-03-21
38764,178,38764,2071-07-02,2071-07-07
38765,414,38765,2067-02-09,2067-02-23
38766,207,38766,2078-09-22,2078-09-22
38767,329,38767,2068-09-02,2068-09-02
38768,110,38768,2054-04-05,2054-04-16
38769,359,38769,2020-08-03,2020-08-16
38770,338,38770,2081-11-17,2081-11-19
38771,412,38771,2034-08-28,2034-09-09
38772,381,38772,2068-08-02,2068-08-13
38773,250,38773,2025-12-05,2025-12-16
38774,270,38774,2071-07-17,2071-07-19
38775,377,38775,2076-01-04,2076-01-23
38776,94,38776,2090-01-23,2090-02-02
38777,2,38777,2030-04-09,2030-04-26
38778,141,38778,2021-06-29,2021-07-10
38779,209,38779,2053-04-20,2053-04-30
38780,25,38780,2069-08-31,2069-09-12
38781,354,38781,2031-02-15,2031-02-17
38782,55,38782,2079-04-13,2079-04-21
38783,388,38783,2062-07-05,2062-07-21
38784,156,38784,2075-07-01,2075-07-02
38785,395,38785,2039-04-07,2039-04-12
38786,228,38786,2068-06-08,2068-06-17
38787,318,38787,2084-05-06,2084-05-11
38788,270,38788,2098-04-24,2098-05-01
38789,291,38789,2067-10-30,2067-11-12
38790,394,38790,2032-11-25,2032-12-12
38791,432,38791,2028-12-21,2028-12-26
38792,404,38792,2099-08-17,2099-09-01
38793,348,38793,2024-08-25,2024-08-26
38794,281,38794,2047-02-27,2047-03-03
38795,227,38795,2063-08-06,2063-08-10
38796,231,38796,2045-06-10,2045-06-28
38797,17,38797,2047-07-19,2047-07-26
38798,343,38798,2087-10-11,2087-10-23
38799,165,38799,2034-06-10,2034-06-10
38800,57,38800,2034-09-14,2034-09-26
38801,303,38801,2088-03-08,2088-03-27
38802,207,38802,2046-12-04,2046-12-20
38803,108,38803,2065-03-08,2065-03-11
38804,248,38804,2027-01-06,2027-01-10
38805,34,38805,2085-12-04,2085-12-13
38806,214,38806,2024-07-15,2024-08-02
38807,105,38807,2041-08-08,2041-08-11
38808,350,38808,2063-08-23,2063-09-01
38809,449,38809,2076-10-10,2076-10-25
38810,237,38810,2077-12-11,2077-12-26
38811,326,38811,2039-01-04,2039-01-23
38812,219,38812,2020-09-18,2020-09-25
38813,326,38813,2038-12-18,2038-12-18
38814,174,38814,2069-10-01,2069-10-05
38815,192,38815,2067-05-27,2067-06-03
38816,449,38816,2039-04-05,2039-04-22
38817,55,38817,2058-02-27,2058-03-10
38818,123,38818,2083-11-16,2083-12-04
38819,417,38819,2074-10-21,2074-10-27
38820,444,38820,2098-05-04,2098-05-20
38821,119,38821,2047-03-30,2047-04-01
38822,128,38822,2029-12-05,2029-12-17
38823,422,38823,2037-04-19,2037-05-06
38824,390,38824,2069-07-23,2069-07-25
38825,224,38825,2040-07-13,2040-07-30
38826,413,38826,2098-03-24,2098-04-10
38827,233,38827,2057-11-02,2057-11-10
38828,307,38828,2046-02-19,2046-02-26
38829,165,38829,2051-11-12,2051-11-18
38830,92,38830,2034-08-23,2034-08-27
38831,359,38831,2038-10-23,2038-10-30
38832,267,38832,2074-01-19,2074-01-28
38833,283,38833,2055-07-02,2055-07-08
38834,209,38834,2080-04-20,2080-05-05
38835,205,38835,2089-01-23,2089-01-31
38836,440,38836,2088-06-26,2088-07-04
38837,59,38837,2062-10-24,2062-10-29
38838,214,38838,2026-12-21,2027-01-03
38839,348,38839,2077-11-29,2077-12-01
38840,438,38840,2066-12-01,2066-12-09
38841,178,38841,2029-01-08,2029-01-18
38842,212,38842,2069-02-10,2069-02-11
38843,388,38843,2054-03-29,2054-04-01
38844,153,38844,2085-01-24,2085-02-05
38845,307,38845,2074-03-17,2074-03-31
38846,303,38846,2095-06-19,2095-06-29
38847,400,38847,2073-07-16,2073-07-20
38848,354,38848,2071-07-10,2071-07-27
38849,116,38849,2072-05-19,2072-05-26
38850,291,38850,2070-07-02,2070-07-21
38851,78,38851,2042-10-03,2042-10-21
38852,286,38852,2068-11-14,2068-11-18
38853,58,38853,2098-04-26,2098-05-09
38854,84,38854,2039-04-10,2039-04-10
38855,105,38855,2030-09-19,2030-09-30
38856,238,38856,2044-01-06,2044-01-12
38857,11,38857,2091-08-25,2091-09-12
38858,19,38858,2032-08-04,2032-08-17
38859,247,38859,2048-09-13,2048-09-21
38860,96,38860,2097-05-01,2097-05-17
38861,119,38861,2063-12-02,2063-12-13
38862,217,38862,2091-10-16,2091-11-03
38863,327,38863,2052-02-20,2052-03-03
38864,53,38864,2050-12-07,2050-12-26
38865,133,38865,2049-10-24,2049-10-30
38866,48,38866,2078-06-14,2078-06-19
38867,56,38867,2069-02-09,2069-02-26
38868,120,38868,2029-02-20,2029-02-22
38869,259,38869,2036-03-29,2036-04-07
38870,10,38870,2078-07-27,2078-08-06
38871,101,38871,2067-06-08,2067-06-10
38872,438,38872,2085-02-17,2085-02-18
38873,434,38873,2093-12-02,2093-12-03
38874,422,38874,2039-01-02,2039-01-19
38875,436,38875,2064-11-16,2064-12-03
38876,222,38876,2097-02-22,2097-03-07
38877,447,38877,2095-10-09,2095-10-26
38878,137,38878,2019-09-05,2019-09-17
38879,238,38879,2082-10-13,2082-10-23
38880,24,38880,2096-01-17,2096-01-23
38881,364,38881,2065-06-13,2065-06-30
38882,310,38882,2023-08-17,2023-08-17
38883,203,38883,2080-11-03,2080-11-10
38884,111,38884,2038-01-15,2038-01-25
38885,429,38885,2094-04-28,2094-05-02
38886,275,38886,2066-05-15,2066-05-15
38887,444,38887,2088-06-21,2088-07-02
38888,410,38888,2046-07-10,2046-07-22
38889,361,38889,2067-02-23,2067-02-27
38890,256,38890,2098-12-30,2099-01-08
38891,385,38891,2050-03-06,2050-03-12
38892,361,38892,2063-06-12,2063-06-19
38893,437,38893,2022-08-01,2022-08-09
38894,102,38894,2052-08-15,2052-08-19
38895,50,38895,2043-11-02,2043-11-09
38896,165,38896,2074-02-01,2074-02-18
38897,19,38897,2081-05-07,2081-05-22
38898,49,38898,2096-04-25,2096-05-08
38899,127,38899,2046-10-25,2046-11-09
38900,412,38900,2098-04-11,2098-04-15
38901,202,38901,2098-11-15,2098-11-24
38902,273,38902,2025-01-07,2025-01-16
38903,233,38903,2040-04-24,2040-05-12
38904,401,38904,2060-06-19,2060-06-22
38905,187,38905,2035-10-04,2035-10-11
38906,264,38906,2041-01-03,2041-01-13
38907,12,38907,2041-01-19,2041-01-29
38908,72,38908,2085-05-02,2085-05-02
38909,332,38909,2074-11-28,2074-12-09
38910,373,38910,2055-09-07,2055-09-16
38911,160,38911,2053-01-24,2053-01-29
38912,280,38912,2057-12-10,2057-12-20
38913,51,38913,2073-08-29,2073-08-29
38914,201,38914,2040-05-11,2040-05-30
38915,166,38915,2098-08-19,2098-08-20
38916,174,38916,2083-03-10,2083-03-19
38917,394,38917,2023-02-10,2023-02-25
38918,48,38918,2021-02-20,2021-03-02
38919,91,38919,2097-11-03,2097-11-21
38920,158,38920,2049-09-15,2049-09-25
38921,399,38921,2038-04-27,2038-05-15
38922,124,38922,2095-12-27,2096-01-05
38923,278,38923,2066-09-02,2066-09-02
38924,180,38924,2039-12-25,2040-01-05
38925,273,38925,2090-02-11,2090-02-19
38926,345,38926,2036-06-15,2036-06-24
38927,150,38927,2090-09-24,2090-10-02
38928,345,38928,2074-07-23,2074-08-04
38929,275,38929,2059-12-17,2059-12-31
38930,327,38930,2097-03-13,2097-03-28
38931,178,38931,2040-02-07,2040-02-26
38932,76,38932,2095-07-11,2095-07-23
38933,117,38933,2074-11-13,2074-12-01
38934,122,38934,2025-04-09,2025-04-12
38935,68,38935,2037-10-02,2037-10-16
38936,421,38936,2074-01-16,2074-01-20
38937,259,38937,2088-12-09,2088-12-28
38938,400,38938,2052-05-10,2052-05-27
38939,110,38939,2058-04-07,2058-04-21
38940,268,38940,2051-03-07,2051-03-22
38941,439,38941,2091-12-27,2091-12-30
38942,260,38942,2032-03-22,2032-04-05
38943,273,38943,2028-03-06,2028-03-14
38944,52,38944,2068-06-26,2068-07-05
38945,406,38945,2094-09-30,2094-10-15
38946,195,38946,2050-08-27,2050-08-31
38947,447,38947,2039-03-22,2039-04-07
38948,260,38948,2071-08-28,2071-09-05
38949,338,38949,2021-09-01,2021-09-15
38950,148,38950,2049-12-06,2049-12-19
38951,132,38951,2062-09-27,2062-10-07
38952,46,38952,2021-08-04,2021-08-20
38953,360,38953,2030-06-17,2030-06-27
38954,366,38954,2086-10-16,2086-10-17
38955,169,38955,2049-04-12,2049-04-12
38956,395,38956,2021-05-15,2021-05-22
38957,112,38957,2049-03-05,2049-03-20
38958,180,38958,2088-09-15,2088-09-16
38959,171,38959,2029-06-08,2029-06-17
38960,446,38960,2067-12-24,2068-01-03
38961,230,38961,2083-03-31,2083-04-07
38962,371,38962,2069-02-15,2069-03-04
38963,134,38963,2059-05-14,2059-06-01
38964,45,38964,2075-01-20,2075-01-21
38965,129,38965,2058-01-23,2058-01-31
38966,114,38966,2079-05-12,2079-05-15
38967,48,38967,2062-03-17,2062-04-03
38968,275,38968,2032-01-18,2032-02-02
38969,25,38969,2095-08-28,2095-09-05
38970,249,38970,2086-04-25,2086-05-12
38971,379,38971,2040-01-03,2040-01-05
38972,186,38972,2075-08-09,2075-08-27
38973,92,38973,2047-08-19,2047-08-21
38974,395,38974,2056-11-30,2056-12-02
38975,302,38975,2054-11-14,2054-11-23
38976,289,38976,2027-08-24,2027-09-05
38977,341,38977,2037-04-29,2037-05-06
38978,257,38978,2050-03-11,2050-03-17
38979,90,38979,2085-12-10,2085-12-26
38980,108,38980,2062-01-15,2062-02-01
38981,178,38981,2077-04-05,2077-04-21
38982,76,38982,2090-04-02,2090-04-11
38983,286,38983,2079-09-16,2079-09-20
38984,105,38984,2081-01-10,2081-01-17
38985,247,38985,2068-01-08,2068-01-13
38986,228,38986,2060-12-14,2060-12-29
38987,420,38987,2026-09-27,2026-10-03
38988,257,38988,2054-12-11,2054-12-14
38989,326,38989,2058-08-08,2058-08-22
38990,56,38990,2081-07-29,2081-08-02
38991,210,38991,2063-08-08,2063-08-27
38992,143,38992,2035-02-12,2035-02-28
38993,250,38993,2026-07-15,2026-07-24
38994,371,38994,2082-12-07,2082-12-08
38995,447,38995,2051-12-23,2051-12-24
38996,89,38996,2032-05-06,2032-05-09
38997,157,38997,2091-03-01,2091-03-02
38998,388,38998,2025-05-03,2025-05-06
38999,436,38999,2032-11-17,2032-12-01
39000,339,39000,2030-12-26,2031-01-09
39001,106,39001,2072-10-27,2072-11-15
39002,177,39002,2079-01-28,2079-01-30
39003,221,39003,2077-06-26,2077-07-12
39004,244,39004,2088-07-26,2088-08-08
39005,441,39005,2097-06-07,2097-06-15
39006,90,39006,2038-08-14,2038-09-02
39007,26,39007,2029-09-27,2029-10-15
39008,85,39008,2021-02-25,2021-03-05
39009,203,39009,2083-09-29,2083-10-11
39010,293,39010,2028-12-30,2029-01-12
39011,385,39011,2085-01-29,2085-01-31
39012,25,39012,2053-07-05,2053-07-06
39013,126,39013,2098-12-31,2099-01-17
39014,269,39014,2033-10-07,2033-10-18
39015,435,39015,2059-09-01,2059-09-17
39016,38,39016,2052-11-25,2052-11-28
39017,259,39017,2074-05-02,2074-05-16
39018,319,39018,2096-09-07,2096-09-21
39019,10,39019,2044-05-07,2044-05-11
39020,417,39020,2056-07-26,2056-07-30
39021,205,39021,2095-04-10,2095-04-17
39022,227,39022,2026-09-27,2026-10-16
39023,326,39023,2063-05-17,2063-05-29
39024,75,39024,2024-05-21,2024-06-08
39025,297,39025,2095-03-09,2095-03-13
39026,60,39026,2070-12-09,2070-12-20
39027,4,39027,2054-03-10,2054-03-26
39028,356,39028,2097-02-08,2097-02-19
39029,238,39029,2023-02-10,2023-02-14
39030,249,39030,2041-08-21,2041-09-06
39031,225,39031,2089-01-26,2089-02-13
39032,338,39032,2095-07-30,2095-08-15
39033,155,39033,2028-06-14,2028-06-19
39034,411,39034,2073-08-11,2073-08-24
39035,393,39035,2076-01-22,2076-02-08
39036,129,39036,2028-01-08,2028-01-09
39037,325,39037,2053-08-22,2053-08-28
39038,185,39038,2093-03-22,2093-04-04
39039,156,39039,2083-03-25,2083-04-13
39040,85,39040,2083-07-15,2083-07-27
39041,327,39041,2055-05-02,2055-05-10
39042,100,39042,2060-09-14,2060-09-23
39043,285,39043,2089-10-08,2089-10-14
39044,237,39044,2088-09-08,2088-09-14
39045,442,39045,2073-03-04,2073-03-06
39046,108,39046,2043-09-12,2043-09-24
39047,304,39047,2099-04-02,2099-04-20
39048,404,39048,2027-07-29,2027-08-13
39049,146,39049,2052-12-11,2052-12-14
39050,285,39050,2097-09-09,2097-09-13
39051,171,39051,2065-05-26,2065-06-01
39052,59,39052,2091-08-08,2091-08-10
39053,204,39053,2044-07-09,2044-07-15
39054,138,39054,2020-02-04,2020-02-13
39055,400,39055,2039-01-17,2039-01-29
39056,356,39056,2056-03-26,2056-04-09
39057,56,39057,2068-03-07,2068-03-19
39058,188,39058,2030-10-23,2030-11-09
39059,378,39059,2073-09-11,2073-09-23
39060,348,39060,2033-01-04,2033-01-08
39061,235,39061,2055-10-24,2055-11-10
39062,449,39062,2026-07-07,2026-07-16
39063,214,39063,2048-05-29,2048-06-06
39064,393,39064,2046-01-17,2046-01-21
39065,303,39065,2070-05-09,2070-05-17
39066,124,39066,2087-09-09,2087-09-10
39067,301,39067,2039-09-27,2039-10-14
39068,164,39068,2022-04-10,2022-04-18
39069,427,39069,2088-08-02,2088-08-04
39070,44,39070,2036-03-20,2036-03-31
39071,446,39071,2043-10-19,2043-10-25
39072,433,39072,2080-10-24,2080-11-03
39073,29,39073,2054-12-11,2054-12-17
39074,347,39074,2024-07-20,2024-08-04
39075,139,39075,2060-09-08,2060-09-25
39076,332,39076,2039-12-01,2039-12-11
39077,61,39077,2079-09-11,2079-09-26
39078,369,39078,2094-12-05,2094-12-06
39079,192,39079,2099-12-24,2100-01-07
39080,385,39080,2033-10-23,2033-10-23
39081,269,39081,2099-05-04,2099-05-16
39082,245,39082,2089-06-30,2089-07-07
39083,222,39083,2092-04-30,2092-05-08
39084,311,39084,2088-08-20,2088-09-05
39085,330,39085,2041-03-17,2041-03-31
39086,337,39086,2056-01-20,2056-01-27
39087,124,39087,2033-12-27,2033-12-29
39088,105,39088,2030-04-17,2030-04-18
39089,268,39089,2043-12-28,2044-01-10
