restid,nombre_restaurant,direccion,telefono,descripcion_restaurant,rid,pid,nombre_plato,descripcion,precio
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,422,Ensalada de pollo con anacardos,Minus inventore similique error quo nostrum. Autem sit delectus. Itaque non qui aperiam architecto laborum.,8819.26
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,423,Ensalada malagueña,Rerum maiores sed id dicta aperiam deserunt. Architecto modi dicta sapiente possimus recusandae.,9631.09
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,424,Cuscús con pimiento rojo y berenjenas,Doloremque delectus temporibus iusto corrupti sequi repudiandae. Dicta quasi sunt minus libero.,11171.34
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,425,Salteado de verduras y ternera,Odio occaecati dolorum incidunt. Aliquid dicta repudiandae ipsum. Numquam voluptatum perspiciatis adipisci.,18135.47
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,426,Dorada a la sal.,Excepturi labore amet voluptatibus. Deserunt autem numquam.,22875.24
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,427,Esqueixada,Ducimus maiores voluptatum nemo maxime. Est saepe assumenda illo eveniet. Nostrum quis et molestiae officia ipsa explicabo.,4732.95
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,428,Ensalada de lentejas a la menta,Corporis maxime iste nisi laboriosam beatae. Tempore aut repellendus saepe esse tenetur.,11781.17
42,"Industrias Aguayo, Ballesteros y Téllez",Continuación Aguirre 286 327,+56986813224,Quo repudiandae repellendus hic cum asperiores officia ipsa. Nisi sed perspiciatis amet dolore voluptates.,8,429,"Risotto de champiñón, jamón y rúcola con puerro confitado",Corrupti vitae rerum minima incidunt provident inventore. Expedita autem ipsam architecto.,17188.27
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,430,Empanada de bonito,Soluta perspiciatis rem voluptate consequatur ipsa quod. Accusamus id aperiam placeat aliquid aspernatur. Consequatur ullam iure nisi pariatur voluptas quod.,2877.92
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,431,Ensalada de calabacín y pollo,Atque maiores sed.,6347.64
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,432,Arroz con calabacines,Nihil nemo voluptas quidem blanditiis voluptate. Ad tenetur impedit veritatis ducimus voluptatem harum dolores. Odit iure reprehenderit neque optio blanditiis.,13913.07
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,433,Ensalada Simone,Maiores corporis expedita quam. Sit nesciunt impedit sequi esse vel eligendi. A culpa totam ipsum nostrum. Voluptate asperiores sunt laboriosam.,3311.07
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,434,Arroz integral a la cantonesa,Sint ducimus veritatis soluta.,9066.04
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,435,Ensalada de tomate y queso de burgos,Voluptas esse exercitationem aliquid. At ipsa placeat natus modi pariatur sapiente. Reprehenderit quisquam quisquam quidem.,7897.33
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,436,Macarrones con atún y tomate,Aliquid vel animi cumque quia. Neque unde aspernatur iste saepe asperiores laboriosam.,5798.82
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,437,Macarrones blitz,Quidem saepe molestias reiciendis necessitatibus. Consequuntur tenetur nesciunt ratione magni.,3635.22
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,438,Ensalada Simone,Enim ratione odit itaque ratione. Quaerat exercitationem odio.,14796.19
43,"Industrias Valdez, Zúñiga y Pineda","Privada Nueva Zelandia 960 Edif. 276 , Depto. 732",+56914851746,Deserunt deleniti eveniet voluptatem nostrum voluptas magnam. Iste dolore eos cum tempore molestiae. Dignissimos quaerat aliquam.,8,439,Atún con tomate,Nesciunt repudiandae vel odit a accusamus voluptas. Eveniet nemo voluptates odio eligendi corporis ab. Vel alias pariatur ex quos quae. Voluptates perspiciatis beatae quis ad fugiat culpa.,8138.52
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,440,Albóndigas de bonito,Voluptas eaque doloribus impedit soluta dolore amet deleniti. Culpa molestiae optio placeat praesentium fugiat ipsum. Hic distinctio rerum explicabo blanditiis consectetur debitis id.,17944.38
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,441,Arroz con calabacines,Corrupti beatae maiores in illo. Veritatis repellendus eveniet vel nulla impedit. Doloribus dolores eos ea.,22295.94
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,442,Huevos rellenos,Accusamus sint animi vel delectus error sequi tempore. Modi sequi assumenda illo non quis quam.,12211.9
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,443,Berenjenas al horno con queso feta,Hic quaerat esse qui natus soluta. Iusto repellat labore atque.,17920.29
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,444,Bacalao estilo Rocío,Odit labore perspiciatis eaque. Eveniet placeat nobis blanditiis.,18107.53
61,Sauceda-Espinal,"Cerrada Salas 663 Edif. 830 , Depto. 062",+56973326195,Est asperiores tempore quas corporis. Quis eligendi repellat quaerat et. Molestias perspiciatis accusamus illum dolores. Atque ut eveniet.,12,616,Paella,Expedita dolorum magni.,21977.22
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,445,Spaghetti con pesto a la siciliana y piñones,Natus velit enim optio dicta iusto. Voluptatibus soluta animi eum.,21158.47
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,446,Empanada de bonito,Iure facere distinctio aut ad reiciendis. Commodi temporibus molestias facilis nulla. Omnis consequuntur quidem.,20150.21
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,447,Atún a la plancha,Magnam voluptates maxime voluptatibus. Non consequatur voluptate iusto dolor natus.,12568.61
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,448,Macarrones con berenjenas,Facere a repudiandae deleniti. Inventore dignissimos magnam minima at impedit eum. Ullam quasi libero porro aliquam officiis facere.,15096.98
44,Club Rosado y Haro,Retorno Puebla 560 Interior 320,+56968897911,Ullam voluptatibus occaecati quis tempora repudiandae quos. Quos optio nobis optio impedit.,8,449,Estofado de ternera a la sidra,Exercitationem tenetur consequuntur itaque iste. Earum recusandae qui.,6543.08
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,450,Salmón en papillote,Commodi rerum debitis reiciendis debitis dolorem autem. Eos voluptatum pariatur mollitia.,3356.24
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,451,Spaghetti con chipirones y verdurillas,Fugiat aliquid ad.,13687.21
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,452,Ensalada de Valencia,Repellendus doloribus occaecati odit enim.,25000.12
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,453,Ensalada de espinacas en pomelo,Cupiditate beatae magnam sunt possimus. At quasi dicta dolore nostrum repudiandae ipsam dolorum. Deserunt quae laudantium voluptate repellendus.,15583.06
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,454,Ensalada de espinacas en pomelo,Eaque magni itaque occaecati animi harum modi saepe. Iure recusandae cumque quaerat accusantium non. Adipisci commodi soluta exercitationem perferendis reprehenderit enim.,22940.71
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,455,Ensalada templada de espinacas y verduritas,A reiciendis quis adipisci. Facere possimus quae natus. Delectus qui voluptate est.,20858.35
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,456,Arroz Eva,Suscipit odit commodi accusamus exercitationem voluptates. Quis repudiandae enim eum quisquam officia error. Veritatis hic minima a cupiditate quam consequuntur.,3635.83
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,457,"Pechuga de pollo con shiitake, pistachos y cerveza",Numquam qui vel voluptatum veritatis sunt. Magni amet architecto nisi hic quasi id. Ea aliquam quam optio maiores.,2379.04
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,458,Spaguetti con salsa de champiñones,Id nisi debitis autem est. Labore ad deserunt cumque officiis ab.,6989.81
45,Proyectos Palomino y Curiel,Avenida San Luis Potosí 368 820,+56940333691,Explicabo facere molestiae hic. Repudiandae deserunt nihil dolorum.,9,459,Solomillo al hojaldre,Et natus dignissimos nemo deleniti. Molestiae dolore qui numquam nisi sed autem. Officiis consequatur aliquid.,5182.9
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,460,"Ensalada de pollo, queso fresco y piñones",Hic in quaerat nisi distinctio debitis. Rem veritatis saepe veniam tenetur. Veniam aspernatur impedit tenetur. Quis illum consectetur magnam distinctio quis cumque.,7990.97
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,461,Arroz con champiñones y espárragos trigueros,Similique qui ea. Consequuntur veniam dolores corrupti earum autem qui voluptas. Itaque blanditiis quo.,19026.73
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,462,"Macarrones con salchichas, champiñones y ajos tiernos",Fugiat nobis repudiandae alias neque quaerat. Eveniet esse delectus dignissimos. Omnis enim quas cupiditate cumque impedit saepe.,20438.38
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,463,Requetés,Impedit architecto necessitatibus quam ducimus nostrum praesentium. Ex culpa magni deserunt commodi vitae autem.,13382.26
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,464,Spaguetti con salsa de champiñones,Deserunt aspernatur illo impedit magni mollitia. Amet molestiae quos illo facilis similique. Sequi architecto quibusdam impedit molestiae delectus id. Tenetur quam accusamus deleniti iusto.,17470.47
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,465,Pollo con almendras,Et explicabo quaerat suscipit veniam ea id. Dolore similique nostrum odit.,20154.99
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,466,Ensalada de lentejas,Ad corporis sequi repellendus doloribus explicabo. Laudantium quibusdam eveniet assumenda sit dignissimos. Esse doloribus animi iste. Enim ut molestias quo.,8725.8
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,467,Carpachio de champiñones con vinagreta caliente de jamón,Mollitia consequuntur deserunt officiis. Placeat accusantium omnis natus voluptatum repudiandae.,21444.93
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,468,Ensalada de pollo con endibias y champiñones crudos,Cumque officiis iste. Fugit fugiat alias quis maxime.,20842.1
46,Collazo-Peña S.A.,Boulevard Uzbekistán 793 Interior 023,+56923305885,Nemo debitis quod necessitatibus optio harum.,9,469,Ensalada de alubias,Perferendis voluptates ducimus modi provident qui eius autem. Et culpa magni illo maiores. Unde inventore possimus. Nostrum inventore optio architecto non architecto.,13594.53
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,470,Ceviche de dorada y langostinos con mango,Repudiandae quasi corporis earum eaque error. Voluptas cum sequi enim. Totam maxime officia facilis fugiat. Ab iusto sapiente sequi quod et nam.,20854.31
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,471,Dorada al horno,Ad mollitia magni. Itaque iste qui eos modi. Quos rerum et ratione tempore culpa qui.,14446.56
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,472,Fettucini con salsa de tomate,Voluptatem aut cumque reprehenderit. Quisquam perferendis id quidem amet consequuntur.,12066.32
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,473,Macarrones blitz,Ex earum praesentium et ducimus corrupti provident. Odit aut dolores ea. Sit minus quasi nostrum sint.,7630.45
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,474,Lasaña con champiñones,Rem pariatur distinctio numquam molestias. Reprehenderit nulla hic cum voluptatem ea. Voluptatum nam modi inventore illo. Minus consequuntur voluptatem.,9551.81
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,475,Carpachio de champiñones con vinagreta caliente de jamón,Non occaecati explicabo fuga minus dignissimos deserunt fuga. Ratione vel laborum porro aliquam provident quisquam consectetur.,3978.64
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,476,Fideos chinos con pollo y almendras,Vitae magnam omnis illo et voluptatum culpa. Magnam laboriosam repellendus. Beatae unde distinctio rerum sed.,16397.76
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,477,Ensalada malagueña,Commodi nisi nisi nihil tenetur error.,3400.5
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,478,Pizza congelator,Quo porro nesciunt odit. Id blanditiis qui reiciendis ratione labore pariatur. Modi id corrupti modi tenetur tenetur aperiam.,9901.87
47,Proyectos Ramos y Guardado,Diagonal Sur Villagómez 291 319,+56981852164,Nihil debitis earum quia fuga tempore. Ratione expedita accusantium placeat porro. Totam voluptatibus sapiente. Quas omnis dolore placeat aliquam.,9,479,Ensalada polluda,Rerum similique iure facere iure consequuntur. Accusantium doloribus distinctio reiciendis animi cum at.,15767.89
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,480,Ensalada de calamares,Numquam asperiores praesentium provident quas corporis laborum deserunt. Quidem ipsa placeat magni ullam id iusto veritatis. Nostrum error illum.,22564.55
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,481,Arroz con calabacines,Possimus voluptatibus assumenda ullam dolor necessitatibus consequuntur quae. Dolor sapiente quasi dolor aliquid. Hic earum nulla repellendus nemo libero deserunt.,22670.48
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,482,Arroz con champiñones y espárragos trigueros,Nesciunt numquam dolorum reiciendis.,12379.49
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,483,Alcachofas a la catalana,Odit voluptatibus officia repellat. Animi velit quam nisi voluptas delectus. Reprehenderit magnam tempora accusamus numquam.,6081.12
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,484,Bonito escabechado a la riojana,Cupiditate eligendi fugit magni voluptate quasi voluptate omnis. Ex debitis eius ex sequi est quos quas. Sequi esse ipsum ipsam totam saepe doloremque perspiciatis.,15850.56
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,485,Cuscús mediterráneo de Julius,Nam quo libero ullam distinctio. Deserunt laudantium fuga architecto accusamus doloribus corporis.,3563.0
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,486,Ensalada de canónigos y queso de cabra,Sunt fuga doloribus quibusdam. Ea explicabo at fuga. Vitae quo libero minima quo temporibus odit.,14991.79
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,487,Ensalada de Florinda Chico,Accusantium repellendus amet magni iste illo.,12668.71
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,488,"Risotto de champiñón, jamón y rúcola con puerro confitado",Hic magni eius natus. Perferendis expedita perspiciatis eaque dicta placeat necessitatibus ab.,17892.44
48,Iglesias-de Anda,"Callejón Tabasco 438 Edif. 591 , Depto. 029",+56933338049,Sint optio aliquam nulla.,9,489,Mafaldine a la livornese,Sapiente occaecati rerum. Repellat asperiores voluptatem molestiae suscipit debitis minima. Voluptas sapiente molestias repellendus dolorem veritatis ipsa.,20432.25
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,490,Albóndigas con menta y sésamo,Ab quam cum cupiditate. Debitis rerum eius reiciendis blanditiis quas dolore.,15045.36
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,491,Fritada de bacalao y verduritas,Cum iusto amet dolores dolorem. Maxime laboriosam minus aspernatur fuga ex. Similique vel ipsa repudiandae aperiam sequi aliquid.,9369.83
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,492,Ensalada de espinacas en pomelo,Tempora fuga nihil quos animi corporis. Neque eaque molestiae quas fuga mollitia porro.,2559.35
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,493,Albóndigas de bonito,Reprehenderit officiis voluptas sequi quaerat. Magni hic odit rem corporis.,16149.17
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,494,Ensalada de queso de cabra con mermelada de frambuesa,Repudiandae quas laborum quasi debitis dolor. Aperiam perferendis provident eveniet placeat. Deserunt libero quos est.,21059.19
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,495,Solomillo al jerez,Unde asperiores repudiandae doloremque earum. Nobis corrupti veritatis dignissimos ratione iste dolore nesciunt. Sint aliquam veniam possimus odio eius.,7527.47
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,496,Ensalada fritanga,Aperiam rerum sunt laboriosam eveniet est. Veniam delectus officiis repudiandae.,24338.24
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,497,Revuelto de ajetes y gambas,Temporibus laudantium inventore ab placeat veritatis. Harum fugiat sit nostrum saepe veritatis cumque. Quas commodi enim velit.,22455.27
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,498,"Macarrones con salchichas, champiñones y ajos tiernos",Sequi nemo eum voluptas blanditiis ducimus hic totam. Nam explicabo veritatis beatae maxime optio saepe.,15726.18
49,Toledo-Toledo,"Eje vial Nájera 761 Edif. 289 , Depto. 031",+56946858622,At libero amet. Quia minus cum rem doloribus ea rem. Inventore magnam consectetur praesentium.,9,499,Verduras a la plancha,Beatae eos laudantium similique iusto. Natus minima ex harum est a.,23287.39
50,Corporacin Casillas-Cazares,Andador Sur Barragán 188 Interior 574,+56921500229,Recusandae modi est corrupti quod. Facilis aperiam quaerat occaecati quaerat. Adipisci consequuntur alias omnis ullam ea modi. Laudantium perspiciatis laudantium cum.,10,500,Merluza a la plancha,Suscipit officiis ex at quas exercitationem. Cupiditate earum inventore sed. Mollitia suscipit aliquid illo quas facere. Velit cumque consequatur minima quo.,11128.97
50,Corporacin Casillas-Cazares,Andador Sur Barragán 188 Interior 574,+56921500229,Recusandae modi est corrupti quod. Facilis aperiam quaerat occaecati quaerat. Adipisci consequuntur alias omnis ullam ea modi. Laudantium perspiciatis laudantium cum.,10,501,Ensalada de pollo con endibias y champiñones crudos,Doloremque repellendus est distinctio occaecati iusto accusamus. Laborum rem recusandae quidem at facilis possimus. Suscipit laborum laboriosam beatae. Odio praesentium officia doloribus.,2622.96
50,Corporacin Casillas-Cazares,Andador Sur Barragán 188 Interior 574,+56921500229,Recusandae modi est corrupti quod. Facilis aperiam quaerat occaecati quaerat. Adipisci consequuntur alias omnis ullam ea modi. Laudantium perspiciatis laudantium cum.,10,502,Champiñones con puerros,Vel iure doloribus. Alias dolorum quaerat distinctio quo culpa nisi ducimus. Omnis quo officia dolor inventore debitis.,19451.65
50,Corporacin Casillas-Cazares,Andador Sur Barragán 188 Interior 574,+56921500229,Recusandae modi est corrupti quod. Facilis aperiam quaerat occaecati quaerat. Adipisci consequuntur alias omnis ullam ea modi. Laudantium perspiciatis laudantium cum.,10,503,Palometa al horno con pimientos asados y queso feta,Minima ducimus laborum aspernatur neque et ab. Perspiciatis odit doloribus eveniet alias repellat. Odit beatae perspiciatis sunt.,10475.71
50,Corporacin Casillas-Cazares,Andador Sur Barragán 188 Interior 574,+56921500229,Recusandae modi est corrupti quod. Facilis aperiam quaerat occaecati quaerat. Adipisci consequuntur alias omnis ullam ea modi. Laudantium perspiciatis laudantium cum.,10,504,Ensalada de Florinda Chico,Odio odio esse quis. Culpa odio qui illo veritatis.,12184.99
50,Corporacin Casillas-Cazares,Andador Sur Barragán 188 Interior 574,+56921500229,Recusandae modi est corrupti quod. Facilis aperiam quaerat occaecati quaerat. Adipisci consequuntur alias omnis ullam ea modi. Laudantium perspiciatis laudantium cum.,10,505,Cuscús con vinagreta de alcachofa asada,Necessitatibus in quidem eligendi magnam architecto. Dignissimos quis perferendis ipsum quos. Vero voluptas incidunt maiores sequi itaque.,14451.35
50,Corporacin Casillas-Cazares,Andador Sur Barragán 188 Interior 574,+56921500229,Recusandae modi est corrupti quod. Facilis aperiam quaerat occaecati quaerat. Adipisci consequuntur alias omnis ullam ea modi. Laudantium perspiciatis laudantium cum.,10,506,Cuscús mediterráneo de Julius,Officia placeat est odio quasi amet nam. Vero rem corporis quos.,22162.78
